Volatility 3 Framework 2.28.0

PID	Process	Start	End	Flags	PgOff	Major	Minor	Inode	File Path	File output
1	systemd	0x7fed5aae0000	0x7fed5ab1e000	r--	0xf5000	252	2	924306	/usr/lib/x86_64-linux-gnu/libgcrypt.so.20.3.4	Disabled
1	systemd	0x7fed5ab1e000	0x7fed5ab1f000	---	0x133000	252	2	924306	/usr/lib/x86_64-linux-gnu/libgcrypt.so.20.3.4	Disabled
1	systemd	0x7fed5ab1f000	0x7fed5ab22000	r--	0x133000	252	2	924306	/usr/lib/x86_64-linux-gnu/libgcrypt.so.20.3.4	Disabled
1	systemd	0x7fed5ab22000	0x7fed5ab28000	rw-	0x136000	252	2	924306	/usr/lib/x86_64-linux-gnu/libgcrypt.so.20.3.4	Disabled
1	systemd	0x7fed5ab28000	0x7fed5ab29000	rw-	0x0	0	0	0	Anonymous Mapping	Disabled
1	systemd	0x7fed5ab29000	0x7fed5ab2b000	r--	0x0	252	2	924262	/usr/lib/x86_64-linux-gnu/libcrypt.so.1.1.0	Disabled
1	systemd	0x7fed5ab2b000	0x7fed5ab3f000	r-x	0x2000	252	2	924262	/usr/lib/x86_64-linux-gnu/libcrypt.so.1.1.0	Disabled
1	systemd	0x7fed5ab3f000	0x7fed5ab58000	r--	0x16000	252	2	924262	/usr/lib/x86_64-linux-gnu/libcrypt.so.1.1.0	Disabled
1	systemd	0x7fed5ab58000	0x7fed5ab59000	---	0x2f000	252	2	924262	/usr/lib/x86_64-linux-gnu/libcrypt.so.1.1.0	Disabled
1	systemd	0x7fed5ab59000	0x7fed5ab5a000	r--	0x2f000	252	2	924262	/usr/lib/x86_64-linux-gnu/libcrypt.so.1.1.0	Disabled
1	systemd	0x7fed5ab5a000	0x7fed5ab5b000	rw-	0x30000	252	2	924262	/usr/lib/x86_64-linux-gnu/libcrypt.so.1.1.0	Disabled
1	systemd	0x7fed5ab5b000	0x7fed5ab63000	rw-	0x0	0	0	0	Anonymous Mapping	Disabled
1	systemd	0x7fed5ab63000	0x7fed5ab66000	r--	0x0	252	2	918607	/usr/lib/x86_64-linux-gnu/libcap.so.2.44	Disabled
1	systemd	0x7fed5ab66000	0x7fed5ab6a000	r-x	0x3000	252	2	918607	/usr/lib/x86_64-linux-gnu/libcap.so.2.44	Disabled
1	systemd	0x7fed5ab6a000	0x7fed5ab6c000	r--	0x7000	252	2	918607	/usr/lib/x86_64-linux-gnu/libcap.so.2.44	Disabled
1	systemd	0x7fed5ab6c000	0x7fed5ab6d000	r--	0x8000	252	2	918607	/usr/lib/x86_64-linux-gnu/libcap.so.2.44	Disabled
1	systemd	0x7fed5ab6d000	0x7fed5ab6e000	rw-	0x9000	252	2	918607	/usr/lib/x86_64-linux-gnu/libcap.so.2.44	Disabled
1	systemd	0x7fed5ab6e000	0x7fed5ab70000	rw-	0x0	0	0	0	Anonymous Mapping	Disabled
1	systemd	0x7fed5ab70000	0x7fed5ab77000	r--	0x0	252	2	918605	/usr/lib/x86_64-linux-gnu/libblkid.so.1.1.0	Disabled
1	systemd	0x7fed5ab77000	0x7fed5ab97000	r-x	0x7000	252	2	918605	/usr/lib/x86_64-linux-gnu/libblkid.so.1.1.0	Disabled
1	systemd	0x7fed5ab97000	0x7fed5aba0000	r--	0x27000	252	2	918605	/usr/lib/x86_64-linux-gnu/libblkid.so.1.1.0	Disabled
1	systemd	0x7fed5aba0000	0x7fed5aba1000	---	0x30000	252	2	918605	/usr/lib/x86_64-linux-gnu/libblkid.so.1.1.0	Disabled
1	systemd	0x7fed5aba1000	0x7fed5aba6000	r--	0x30000	252	2	918605	/usr/lib/x86_64-linux-gnu/libblkid.so.1.1.0	Disabled
1	systemd	0x7fed5aba6000	0x7fed5aba7000	rw-	0x35000	252	2	918605	/usr/lib/x86_64-linux-gnu/libblkid.so.1.1.0	Disabled
1	systemd	0x7fed5aba7000	0x7fed5aba9000	r--	0x0	252	2	924225	/usr/lib/x86_64-linux-gnu/libacl.so.1.1.2301	Disabled
1	systemd	0x7fed5aba9000	0x7fed5abad000	r-x	0x2000	252	2	924225	/usr/lib/x86_64-linux-gnu/libacl.so.1.1.2301	Disabled
1	systemd	0x7fed5abad000	0x7fed5abae000	r--	0x6000	252	2	924225	/usr/lib/x86_64-linux-gnu/libacl.so.1.1.2301	Disabled
1	systemd	0x7fed5abae000	0x7fed5abaf000	---	0x7000	252	2	924225	/usr/lib/x86_64-linux-gnu/libacl.so.1.1.2301	Disabled
1	systemd	0x7fed5abaf000	0x7fed5abb0000	r--	0x7000	252	2	924225	/usr/lib/x86_64-linux-gnu/libacl.so.1.1.2301	Disabled
1	systemd	0x7fed5abb0000	0x7fed5abb1000	rw-	0x8000	252	2	924225	/usr/lib/x86_64-linux-gnu/libacl.so.1.1.2301	Disabled
1	systemd	0x7fed5abb1000	0x7fed5abd9000	r--	0x0	252	2	918274	/usr/lib/x86_64-linux-gnu/libc.so.6	Disabled
1	systemd	0x7fed5abd9000	0x7fed5ad6e000	r-x	0x28000	252	2	918274	/usr/lib/x86_64-linux-gnu/libc.so.6	Disabled
1	systemd	0x7fed5ad6e000	0x7fed5adc6000	r--	0x1bd000	252	2	918274	/usr/lib/x86_64-linux-gnu/libc.so.6	Disabled
1	systemd	0x7fed5adc6000	0x7fed5adc7000	---	0x215000	252	2	918274	/usr/lib/x86_64-linux-gnu/libc.so.6	Disabled
1	systemd	0x7fed5adc7000	0x7fed5adcb000	r--	0x215000	252	2	918274	/usr/lib/x86_64-linux-gnu/libc.so.6	Disabled
1	systemd	0x7fed5adcb000	0x7fed5adcd000	rw-	0x219000	252	2	918274	/usr/lib/x86_64-linux-gnu/libc.so.6	Disabled
1	systemd	0x7fed5adcd000	0x7fed5adda000	rw-	0x0	0	0	0	Anonymous Mapping	Disabled
1	systemd	0x7fed5adda000	0x7fed5addd000	r--	0x0	252	2	918095	/usr/lib/x86_64-linux-gnu/libapparmor.so.1.8.2	Disabled
1	systemd	0x7fed5addd000	0x7fed5ade6000	r-x	0x3000	252	2	918095	/usr/lib/x86_64-linux-gnu/libapparmor.so.1.8.2	Disabled
1	systemd	0x7fed5ade6000	0x7fed5aded000	r--	0xc000	252	2	918095	/usr/lib/x86_64-linux-gnu/libapparmor.so.1.8.2	Disabled
1	systemd	0x7fed5aded000	0x7fed5adee000	r--	0x12000	252	2	918095	/usr/lib/x86_64-linux-gnu/libapparmor.so.1.8.2	Disabled
1	systemd	0x7fed5adee000	0x7fed5adef000	rw-	0x13000	252	2	918095	/usr/lib/x86_64-linux-gnu/libapparmor.so.1.8.2	Disabled
1	systemd	0x7fed5adef000	0x7fed5adf3000	r--	0x0	252	2	924355	/usr/lib/x86_64-linux-gnu/libkmod.so.2.3.7	Disabled
1	systemd	0x7fed5adf3000	0x7fed5ae04000	r-x	0x4000	252	2	924355	/usr/lib/x86_64-linux-gnu/libkmod.so.2.3.7	Disabled
1	systemd	0x7fed5ae04000	0x7fed5ae09000	r--	0x15000	252	2	924355	/usr/lib/x86_64-linux-gnu/libkmod.so.2.3.7	Disabled
1	systemd	0x7fed5ae09000	0x7fed5ae0a000	r--	0x19000	252	2	924355	/usr/lib/x86_64-linux-gnu/libkmod.so.2.3.7	Disabled
1	systemd	0x7fed5ae0a000	0x7fed5ae0b000	rw-	0x1a000	252	2	924355	/usr/lib/x86_64-linux-gnu/libkmod.so.2.3.7	Disabled
1	systemd	0x7fed5ae0b000	0x7fed5ae0e000	r--	0x0	252	2	924238	/usr/lib/x86_64-linux-gnu/libaudit.so.1.0.0	Disabled
1	systemd	0x7fed5ae0e000	0x7fed5ae16000	r-x	0x3000	252	2	924238	/usr/lib/x86_64-linux-gnu/libaudit.so.1.0.0	Disabled
1	systemd	0x7fed5ae16000	0x7fed5ae2b000	r--	0xb000	252	2	924238	/usr/lib/x86_64-linux-gnu/libaudit.so.1.0.0	Disabled
1	systemd	0x7fed5ae2b000	0x7fed5ae2c000	r--	0x1f000	252	2	924238	/usr/lib/x86_64-linux-gnu/libaudit.so.1.0.0	Disabled
1	systemd	0x7fed5ae2c000	0x7fed5ae2d000	rw-	0x20000	252	2	924238	/usr/lib/x86_64-linux-gnu/libaudit.so.1.0.0	Disabled
1	systemd	0x7fed5ae2d000	0x7fed5ae3b000	rw-	0x0	0	0	0	Anonymous Mapping	Disabled
1	systemd	0x7fed5ae3b000	0x7fed5ae3e000	r--	0x0	252	2	917564	/usr/lib/x86_64-linux-gnu/libpam.so.0.85.1	Disabled
1	systemd	0x7fed5ae3e000	0x7fed5ae47000	r-x	0x3000	252	2	917564	/usr/lib/x86_64-linux-gnu/libpam.so.0.85.1	Disabled
1	systemd	0x7fed5ae47000	0x7fed5ae4b000	r--	0xc000	252	2	917564	/usr/lib/x86_64-linux-gnu/libpam.so.0.85.1	Disabled
1	systemd	0x7fed5ae4b000	0x7fed5ae4c000	r--	0xf000	252	2	917564	/usr/lib/x86_64-linux-gnu/libpam.so.0.85.1	Disabled
1	systemd	0x7fed5ae4c000	0x7fed5ae4d000	rw-	0x10000	252	2	917564	/usr/lib/x86_64-linux-gnu/libpam.so.0.85.1	Disabled
1	systemd	0x7fed5ae4d000	0x7fed5ae55000	r--	0x0	252	2	917554	/usr/lib/x86_64-linux-gnu/libmount.so.1.1.0	Disabled
1	systemd	0x7fed5ae55000	0x7fed5ae81000	r-x	0x8000	252	2	917554	/usr/lib/x86_64-linux-gnu/libmount.so.1.1.0	Disabled
1	systemd	0x7fed5ae81000	0x7fed5ae8e000	r--	0x34000	252	2	917554	/usr/lib/x86_64-linux-gnu/libmount.so.1.1.0	Disabled
1	systemd	0x7fed5ae8e000	0x7fed5ae8f000	---	0x41000	252	2	917554	/usr/lib/x86_64-linux-gnu/libmount.so.1.1.0	Disabled
1	systemd	0x7fed5ae8f000	0x7fed5ae90000	r--	0x41000	252	2	917554	/usr/lib/x86_64-linux-gnu/libmount.so.1.1.0	Disabled
1	systemd	0x7fed5ae90000	0x7fed5ae91000	rw-	0x42000	252	2	917554	/usr/lib/x86_64-linux-gnu/libmount.so.1.1.0	Disabled
1	systemd	0x7fed5ae91000	0x7fed5ae97000	r--	0x0	252	2	924448	/usr/lib/x86_64-linux-gnu/libselinux.so.1	Disabled
1	systemd	0x7fed5ae97000	0x7fed5aeb1000	r-x	0x6000	252	2	924448	/usr/lib/x86_64-linux-gnu/libselinux.so.1	Disabled
1	systemd	0x7fed5aeb1000	0x7fed5aeb8000	r--	0x20000	252	2	924448	/usr/lib/x86_64-linux-gnu/libselinux.so.1	Disabled
1	systemd	0x7fed5aeb8000	0x7fed5aeb9000	---	0x27000	252	2	924448	/usr/lib/x86_64-linux-gnu/libselinux.so.1	Disabled
1	systemd	0x7fed5aeb9000	0x7fed5aeba000	r--	0x27000	252	2	924448	/usr/lib/x86_64-linux-gnu/libselinux.so.1	Disabled
1	systemd	0x7fed5aeba000	0x7fed5aebb000	rw-	0x28000	252	2	924448	/usr/lib/x86_64-linux-gnu/libselinux.so.1	Disabled
1	systemd	0x7fed5aebb000	0x7fed5aebd000	rw-	0x0	0	0	0	Anonymous Mapping	Disabled
1	systemd	0x7fed5aebd000	0x7fed5aebf000	r--	0x0	252	2	923830	/usr/lib/x86_64-linux-gnu/libseccomp.so.2.5.3	Disabled
1	systemd	0x7fed5aebf000	0x7fed5aecd000	r-x	0x2000	252	2	923830	/usr/lib/x86_64-linux-gnu/libseccomp.so.2.5.3	Disabled
1	systemd	0x7fed5aecd000	0x7fed5aeda000	r--	0x10000	252	2	923830	/usr/lib/x86_64-linux-gnu/libseccomp.so.2.5.3	Disabled
1	systemd	0x7fed5aeda000	0x7fed5aedb000	---	0x1d000	252	2	923830	/usr/lib/x86_64-linux-gnu/libseccomp.so.2.5.3	Disabled
1	systemd	0x7fed5aedb000	0x7fed5aedc000	r--	0x1d000	252	2	923830	/usr/lib/x86_64-linux-gnu/libseccomp.so.2.5.3	Disabled
1	systemd	0x7fed5aedc000	0x7fed5aedd000	rw-	0x1e000	252	2	923830	/usr/lib/x86_64-linux-gnu/libseccomp.so.2.5.3	Disabled
1	systemd	0x7fed5aee3000	0x7fed5af34000	r--	0x0	252	2	918149	/usr/lib/systemd/libsystemd-shared-249.so	Disabled
1	systemd	0x7fed5af34000	0x7fed5b0dd000	r-x	0x51000	252	2	918149	/usr/lib/systemd/libsystemd-shared-249.so	Disabled
1	systemd	0x7fed5b0dd000	0x7fed5b185000	r--	0x1fa000	252	2	918149	/usr/lib/systemd/libsystemd-shared-249.so	Disabled
1	systemd	0x7fed5b185000	0x7fed5b198000	r--	0x2a1000	252	2	918149	/usr/lib/systemd/libsystemd-shared-249.so	Disabled
1	systemd	0x7fed5b198000	0x7fed5b199000	rw-	0x2b4000	252	2	918149	/usr/lib/systemd/libsystemd-shared-249.so	Disabled
1	systemd	0x7fed5b199000	0x7fed5b19d000	rw-	0x0	0	0	0	Anonymous Mapping	Disabled
1	systemd	0x7fed5b19d000	0x7fed5b19f000	r--	0x0	252	2	917988	/usr/lib/x86_64-linux-gnu/ld-linux-x86-64.so.2	Disabled
1	systemd	0x7fed5b19f000	0x7fed5b1c9000	r-x	0x2000	252	2	917988	/usr/lib/x86_64-linux-gnu/ld-linux-x86-64.so.2	Disabled
1	systemd	0x7fed5b1c9000	0x7fed5b1d4000	r--	0x2c000	252	2	917988	/usr/lib/x86_64-linux-gnu/ld-linux-x86-64.so.2	Disabled
1	systemd	0x7fed5b1d5000	0x7fed5b1d7000	r--	0x37000	252	2	917988	/usr/lib/x86_64-linux-gnu/ld-linux-x86-64.so.2	Disabled
1	systemd	0x7fed5b1d7000	0x7fed5b1d9000	rw-	0x39000	252	2	917988	/usr/lib/x86_64-linux-gnu/ld-linux-x86-64.so.2	Disabled
1	systemd	0x7fffdae6c000	0x7fffdaf6f000	rw-	0x0	0	0	0	[stack]	Disabled
1	systemd	0x7fffdafac000	0x7fffdafb0000	r--	0x0	0	0	0	Anonymous Mapping	Disabled
1	systemd	0x7fffdafb0000	0x7fffdafb2000	r-x	0x0	0	0	0	[vdso]	Disabled
410	systemd-journal	0x55beecd6b000	0x55beecd72000	r--	0x0	252	2	918305	/usr/lib/systemd/systemd-journald	Disabled
410	systemd-journal	0x55beecd72000	0x55beecd89000	r-x	0x7000	252	2	918305	/usr/lib/systemd/systemd-journald	Disabled
410	systemd-journal	0x55beecd89000	0x55beecd91000	r--	0x1e000	252	2	918305	/usr/lib/systemd/systemd-journald	Disabled
410	systemd-journal	0x55beecd91000	0x55beecd93000	r--	0x25000	252	2	918305	/usr/lib/systemd/systemd-journald	Disabled
410	systemd-journal	0x55beecd93000	0x55beecd94000	rw-	0x27000	252	2	918305	/usr/lib/systemd/systemd-journald	Disabled
410	systemd-journal	0x55bf25bb1000	0x55bf25bf9000	rw-	0x0	0	0	0	[heap]	Disabled
410	systemd-journal	0x7f0a7f03f000	0x7f0a7f040000	---	0x0	0	0	0	Anonymous Mapping	Disabled
410	systemd-journal	0x7f0a7f040000	0x7f0a7f840000	rw-	0x0	0	0	0	Anonymous Mapping	Disabled
410	systemd-journal	0x7f0a7f840000	0x7f0a80040000	rw-	0x403000	252	2	1067428	/var/log/journal/a575075947144dc9b211398e9873474a/system.journal	Disabled
410	systemd-journal	0x7f0a80040000	0x7f0a806df000	rw-	0x961000	252	2	1067428	/var/log/journal/a575075947144dc9b211398e9873474a/system.journal	Disabled
410	systemd-journal	0x7f0a80954000	0x7f0a81154000	rw-	0x0	252	2	1067428	/var/log/journal/a575075947144dc9b211398e9873474a/system.journal	Disabled
410	systemd-journal	0x7f0a813a9000	0x7f0a813ef000	rw-	0x0	0	0	0	Anonymous Mapping	Disabled
410	systemd-journal	0x7f0a813ef000	0x7f0a813f1000	r--	0x0	252	2	924258	/usr/lib/x86_64-linux-gnu/libcap-ng.so.0.0.0	Disabled
410	systemd-journal	0x7f0a813f1000	0x7f0a813f4000	r-x	0x2000	252	2	924258	/usr/lib/x86_64-linux-gnu/libcap-ng.so.0.0.0	Disabled
410	systemd-journal	0x7f0a813f4000	0x7f0a813f5000	r--	0x5000	252	2	924258	/usr/lib/x86_64-linux-gnu/libcap-ng.so.0.0.0	Disabled
410	systemd-journal	0x7f0a813f5000	0x7f0a813f6000	r--	0x5000	252	2	924258	/usr/lib/x86_64-linux-gnu/libcap-ng.so.0.0.0	Disabled
410	systemd-journal	0x7f0a813f6000	0x7f0a813f7000	rw-	0x6000	252	2	924258	/usr/lib/x86_64-linux-gnu/libcap-ng.so.0.0.0	Disabled
410	systemd-journal	0x7f0a813f7000	0x7f0a813fa000	r--	0x0	252	2	924238	/usr/lib/x86_64-linux-gnu/libaudit.so.1.0.0	Disabled
410	systemd-journal	0x7f0a813fa000	0x7f0a81402000	r-x	0x3000	252	2	924238	/usr/lib/x86_64-linux-gnu/libaudit.so.1.0.0	Disabled
410	systemd-journal	0x7f0a81402000	0x7f0a81417000	r--	0xb000	252	2	924238	/usr/lib/x86_64-linux-gnu/libaudit.so.1.0.0	Disabled
410	systemd-journal	0x7f0a81417000	0x7f0a81418000	r--	0x1f000	252	2	924238	/usr/lib/x86_64-linux-gnu/libaudit.so.1.0.0	Disabled
410	systemd-journal	0x7f0a81418000	0x7f0a81419000	rw-	0x20000	252	2	924238	/usr/lib/x86_64-linux-gnu/libaudit.so.1.0.0	Disabled
410	systemd-journal	0x7f0a81419000	0x7f0a81425000	rw-	0x0	0	0	0	Anonymous Mapping	Disabled
410	systemd-journal	0x7f0a81425000	0x7f0a81429000	r--	0x0	252	2	924316	/usr/lib/x86_64-linux-gnu/libgpg-error.so.0.32.1	Disabled
410	systemd-journal	0x7f0a81429000	0x7f0a8143f000	r-x	0x4000	252	2	924316	/usr/lib/x86_64-linux-gnu/libgpg-error.so.0.32.1	Disabled
410	systemd-journal	0x7f0a8143f000	0x7f0a81449000	r--	0x1a000	252	2	924316	/usr/lib/x86_64-linux-gnu/libgpg-error.so.0.32.1	Disabled
410	systemd-journal	0x7f0a81449000	0x7f0a8144a000	r--	0x23000	252	2	924316	/usr/lib/x86_64-linux-gnu/libgpg-error.so.0.32.1	Disabled
410	systemd-journal	0x7f0a8144a000	0x7f0a8144b000	rw-	0x24000	252	2	924316	/usr/lib/x86_64-linux-gnu/libgpg-error.so.0.32.1	Disabled
410	systemd-journal	0x7f0a8144b000	0x7f0a8144d000	r--	0x0	252	2	920189	/usr/lib/x86_64-linux-gnu/libpcre2-8.so.0.10.4	Disabled
410	systemd-journal	0x7f0a8144d000	0x7f0a814b8000	r-x	0x2000	252	2	920189	/usr/lib/x86_64-linux-gnu/libpcre2-8.so.0.10.4	Disabled
410	systemd-journal	0x7f0a814b8000	0x7f0a814e0000	r--	0x6d000	252	2	920189	/usr/lib/x86_64-linux-gnu/libpcre2-8.so.0.10.4	Disabled
