Volatility 3 Framework 2.28.0

OFFSET (V)	PID	TID	PPID	COMM	UID	GID	EUID	EGID	CREATION TIME	File output
0x9bbd01972000	44	44	2	ksmd	0	0	0	0	2026-02-19 00:39:08.052965 UTC	Disabled
0x9bbd01974000	45	45	2	khugepaged	0	0	0	0	2026-02-19 00:39:08.052965 UTC	Disabled
0x9bbd01988000	52	52	2	kworker/1:1	0	0	0	0	2026-02-19 00:39:08.052965 UTC	Disabled
0x9bbd01ace000	55	55	2	kworker/2:1	0	0	0	0	2026-02-19 00:39:08.052965 UTC	Disabled
0x9bbd01b62000	93	93	2	kintegrityd	0	0	0	0	2026-02-19 00:39:08.052965 UTC	Disabled
0x9bbd01b70000	94	94	2	kblockd	0	0	0	0	2026-02-19 00:39:08.052965 UTC	Disabled
0x9bbd01b72000	95	95	2	blkcg_punt_bio	0	0	0	0	2026-02-19 00:39:08.052965 UTC	Disabled
0x9bbd01b74000	96	96	2	tpm_dev_wq	0	0	0	0	2026-02-19 00:39:08.252965 UTC	Disabled
0x9bbd01b76000	97	97	2	ata_sff	0	0	0	0	2026-02-19 00:39:08.252965 UTC	Disabled
0x9bbd01aca000	98	98	2	md	0	0	0	0	2026-02-19 00:39:08.252965 UTC	Disabled
0x9bbd01ac8000	99	99	2	edac-poller	0	0	0	0	2026-02-19 00:39:08.252965 UTC	Disabled
0x9bbd01acc000	100	100	2	devfreq_wq	0	0	0	0	2026-02-19 00:39:08.252965 UTC	Disabled
0x9bbd0198c000	101	101	2	watchdogd	0	0	0	0	2026-02-19 00:39:08.352965 UTC	Disabled
0x9bbd0198a000	102	102	2	kworker/u8:1	0	0	0	0	2026-02-19 00:39:08.363176 UTC	Disabled
0x9bbd0198e000	103	103	2	kworker/0:1H	0	0	0	0	2026-02-19 00:39:08.373398 UTC	Disabled
0x9bbd01b66000	105	105	2	kswapd0	0	0	0	0	2026-02-19 00:39:08.413782 UTC	Disabled
0x9bbd01b64000	106	106	2	ecryptfs-kthrea	0	0	0	0	2026-02-19 00:39:08.415039 UTC	Disabled
0x9bbd01b5e000	108	108	2	kthrotld	0	0	0	0	2026-02-19 00:39:08.422530 UTC	Disabled
0x9bbd01b5c000	109	109	2	irq/24-aerdrv	0	0	0	0	2026-02-19 00:39:08.426593 UTC	Disabled
0x9bbd01b5a000	110	110	2	irq/25-aerdrv	0	0	0	0	2026-02-19 00:39:08.427559 UTC	Disabled
0x9bbd01b4c000	111	111	2	irq/26-aerdrv	0	0	0	0	2026-02-19 00:39:08.429546 UTC	Disabled
0x9bbd01b4a000	112	112	2	irq/27-aerdrv	0	0	0	0	2026-02-19 00:39:08.431357 UTC	Disabled
0x9bbd01b48000	113	113	2	irq/28-aerdrv	0	0	0	0	2026-02-19 00:39:08.433195 UTC	Disabled
0x9bbd01b4e000	114	114	2	irq/29-aerdrv	0	0	0	0	2026-02-19 00:39:08.435014 UTC	Disabled
0x9bbd01aec000	115	115	2	irq/30-aerdrv	0	0	0	0	2026-02-19 00:39:08.437156 UTC	Disabled
0x9bbd01aea000	116	116	2	irq/31-aerdrv	0	0	0	0	2026-02-19 00:39:08.438428 UTC	Disabled
0x9bbd01ae8000	117	117	2	irq/32-aerdrv	0	0	0	0	2026-02-19 00:39:08.439879 UTC	Disabled
0x9bbd01aee000	118	118	2	irq/33-aerdrv	0	0	0	0	2026-02-19 00:39:08.441361 UTC	Disabled
0x9bbd01ae6000	119	119	2	irq/34-aerdrv	0	0	0	0	2026-02-19 00:39:08.443162 UTC	Disabled
0x9bbd01ae4000	120	120	2	irq/35-aerdrv	0	0	0	0	2026-02-19 00:39:08.444994 UTC	Disabled
0x9bbd01ae2000	121	121	2	irq/36-aerdrv	0	0	0	0	2026-02-19 00:39:08.448051 UTC	Disabled
0x9bbd01ae0000	122	122	2	irq/37-aerdrv	0	0	0	0	2026-02-19 00:39:08.450119 UTC	Disabled
0x9bbd01ad8000	123	123	2	kworker/3:1	0	0	0	0	2026-02-19 00:39:08.450651 UTC	Disabled
0x9bbd01ade000	124	124	2	acpi_thermal_pm	0	0	0	0	2026-02-19 00:39:08.450845 UTC	Disabled
0x9bbd01adc000	125	125	2	kworker/u8:2	0	0	0	0	2026-02-19 00:39:08.450898 UTC	Disabled
0x9bbd01ada000	126	126	2	vfio-irqfd-clea	0	0	0	0	2026-02-19 00:39:08.494399 UTC	Disabled
0x9bbd03abe000	127	127	2	mld	0	0	0	0	2026-02-19 00:39:08.497835 UTC	Disabled
0x9bbd03ab8000	128	128	2	kworker/3:1H	0	0	0	0	2026-02-19 00:39:08.497897 UTC	Disabled
0x9bbd03aba000	129	129	2	ipv6_addrconf	0	0	0	0	2026-02-19 00:39:08.497938 UTC	Disabled
0x9bbd03abc000	131	131	2	kworker/u8:3	0	0	0	0	2026-02-19 00:39:08.700093 UTC	Disabled
0x9bbd036ce000	139	139	2	kstrp	0	0	0	0	2026-02-19 00:39:08.935490 UTC	Disabled
0x9bbd036cc000	142	142	2	zswap-shrink	0	0	0	0	2026-02-19 00:39:08.951972 UTC	Disabled
0x9bbd036ca000	143	143	2	kworker/u9:0	0	0	0	0	2026-02-19 00:39:08.952195 UTC	Disabled
0x9bbd01212000	148	148	2	charger_manager	0	0	0	0	2026-02-19 00:39:08.966834 UTC	Disabled
0x9bbd01214000	188	188	2	kworker/2:1H	0	0	0	0	2026-02-19 00:39:09.032712 UTC	Disabled
0x9bbd01210000	189	189	2	hwrng	0	0	0	0	2026-02-19 00:39:09.051437 UTC	Disabled
0x9bbd03690000	190	190	2	kworker/0:2	0	0	0	0	2026-02-19 00:39:09.051453 UTC	Disabled
0x9bbd03696000	191	191	2	kworker/2:2	0	0	0	0	2026-02-19 00:39:09.060362 UTC	Disabled
0x9bbd3073a000	192	192	2	cryptd	0	0	0	0	2026-02-19 00:39:09.060487 UTC	Disabled
0x9bbd036a2000	208	208	2	scsi_eh_0	0	0	0	0	2026-02-19 00:39:09.078863 UTC	Disabled
0x9bbd036a0000	209	209	2	scsi_tmf_0	0	0	0	0	2026-02-19 00:39:09.078952 UTC	Disabled
0x9bbd0369e000	211	211	2	scsi_eh_1	0	0	0	0	2026-02-19 00:39:09.079858 UTC	Disabled
0x9bbd0369c000	212	212	2	scsi_tmf_1	0	0	0	0	2026-02-19 00:39:09.079877 UTC	Disabled
0x9bbd0369a000	213	213	2	scsi_eh_2	0	0	0	0	2026-02-19 00:39:09.080418 UTC	Disabled
0x9bbd03698000	214	214	2	scsi_tmf_2	0	0	0	0	2026-02-19 00:39:09.080437 UTC	Disabled
0x9bbd2fb14000	215	215	2	scsi_eh_3	0	0	0	0	2026-02-19 00:39:09.081033 UTC	Disabled
0x9bbd2fb16000	216	216	2	scsi_tmf_3	0	0	0	0	2026-02-19 00:39:09.081055 UTC	Disabled
0x9bbd2fb10000	217	217	2	scsi_eh_4	0	0	0	0	2026-02-19 00:39:09.081579 UTC	Disabled
0x9bbd2fb12000	218	218	2	scsi_tmf_4	0	0	0	0	2026-02-19 00:39:09.081631 UTC	Disabled
0x9bbd2fb2a000	219	219	2	scsi_eh_5	0	0	0	0	2026-02-19 00:39:09.082728 UTC	Disabled
0x9bbd2fb2c000	220	220	2	scsi_tmf_5	0	0	0	0	2026-02-19 00:39:09.082747 UTC	Disabled
0x9bbd2fb38000	230	230	2	kworker/1:1H	0	0	0	0	2026-02-19 00:39:09.087940 UTC	Disabled
0x9bbd2fb3c000	232	232	2	kworker/u8:4	0	0	0	0	2026-02-19 00:39:09.088132 UTC	Disabled
0x9bbd2fbde000	241	241	2	kworker/u8:5	0	0	0	0	2026-02-19 00:39:09.091386 UTC	Disabled
0x9bbd2fbe4000	242	242	2	kworker/u8:6	0	0	0	0	2026-02-19 00:39:09.091419 UTC	Disabled
0x9bbd2fbe6000	243	243	2	kworker/u8:7	0	0	0	0	2026-02-19 00:39:09.091429 UTC	Disabled
0x9bbd2fbe0000	250	250	2	kworker/u8:8	0	0	0	0	2026-02-19 00:39:09.196145 UTC	Disabled
0x9bbd2fbe2000	251	251	2	kworker/3:2	0	0	0	0	2026-02-19 00:39:09.300138 UTC	Disabled
0x9bbd2fe5a000	267	267	2	kworker/0:3	0	0	0	0	2026-02-19 00:39:09.588148 UTC	Disabled
0x9bbd2fe5c000	282	282	2	kworker/1:2	0	0	0	0	2026-02-19 00:39:09.710904 UTC	Disabled
0x9bbd2fe58000	291	291	2	raid5wq	0	0	0	0	2026-02-19 00:39:10.948815 UTC	Disabled
0x9bbd03694000	338	338	2	jbd2/vda2-8	0	0	0	0	2026-02-19 00:39:11.079815 UTC	Disabled
0x9bbd2fbec000	339	339	2	ext4-rsv-conver	0	0	0	0	2026-02-19 00:39:11.079905 UTC	Disabled
0x9bbd01216000	410	410	1	systemd-journal	0	0	0	0	2026-02-19 00:39:11.515610 UTC	Disabled
0x9bbd0a67c000	440	440	2	kaluad	0	0	0	0	2026-02-19 00:39:11.570185 UTC	Disabled
0x9bbd2fbea000	444	444	2	kmpath_rdacd	0	0	0	0	2026-02-19 00:39:11.578370 UTC	Disabled
0x9bbd2fbee000	446	446	2	kmpathd	0	0	0	0	2026-02-19 00:39:11.582103 UTC	Disabled
0x9bbd036c4000	447	447	2	kmpath_handlerd	0	0	0	0	2026-02-19 00:39:11.582130 UTC	Disabled
0x9bbd03692000	448	448	1	multipathd	0	0	0	0	2026-02-19 00:39:11.582649 UTC	Disabled
0x9bbd036a4000	451	451	1	systemd-udevd	0	0	0	0	2026-02-19 00:39:11.614740 UTC	Disabled
0x9bbd2fcd8000	511	511	1	systemd-timesyn	104	105	104	105	2026-02-19 00:39:11.755187 UTC	Disabled
0x9bbd2fcdc000	536	536	2	kworker/3:3	0	0	0	0	2026-02-19 00:39:11.871079 UTC	Disabled
0x9bbd16690000	617	617	1	systemd-network	101	102	101	102	2026-02-19 00:39:12.241548 UTC	Disabled
0x9bbd16694000	619	619	1	systemd-resolve	102	103	102	103	2026-02-19 00:39:12.269673 UTC	Disabled
0x9bbd0451e000	630	630	1	cron	0	0	0	0	2026-02-19 00:39:15.617617 UTC	Disabled
0x9bbd0451c000	632	632	1	dbus-daemon	103	104	103	104	2026-02-19 00:39:15.618916 UTC	Disabled
0x9bbd07f3a000	638	638	1	irqbalance	0	0	0	0	2026-02-19 00:39:15.626170 UTC	Disabled
0x9bbd0a63e000	639	639	1	networkd-dispat	0	0	0	0	2026-02-19 00:39:15.627743 UTC	Disabled
0x9bbd0a638000	640	640	1	polkitd	0	0	0	0	2026-02-19 00:39:15.629278 UTC	Disabled
0x9bbd0a63a000	641	641	1	rsyslogd	107	113	107	113	2026-02-19 00:39:15.630951 UTC	Disabled
0x9bbd01b58000	645	645	1	snapd	0	0	0	0	2026-02-19 00:39:15.637748 UTC	Disabled
0x9bbd0a678000	650	650	1	systemd-logind	0	0	0	0	2026-02-19 00:39:15.642858 UTC	Disabled
0x9bbd3073c000	652	652	1	udisksd	0	0	0	0	2026-02-19 00:39:15.646584 UTC	Disabled
0x9bbd12de8000	672	672	1	agetty	0	0	0	0	2026-02-19 00:39:15.677504 UTC	Disabled
0x9bbd0771a000	695	695	1	ModemManager	0	0	0	0	2026-02-19 00:39:15.703420 UTC	Disabled
0x9bbd07718000	697	697	1	unattended-upgr	0	0	0	0	2026-02-19 00:39:15.724933 UTC	Disabled
0x9bbd061b8000	700	700	1	sshd	0	0	0	0	2026-02-19 00:39:15.730150 UTC	Disabled
0x9bbd11eec000	856	856	1	systemd-timedat	0	0	0	0	2026-02-19 00:39:48.517774 UTC	Disabled
