Volatility 3 Framework 2.28.0

PID	TID	Process	FD	Path	Device	Inode	Type	Mode	Changed	Modified	Accessed	Size
410	410	systemd-journal	18	socket:[20420]	0:8	20420	SOCK	srwxrwxrwx	-	-	-	0
410	410	systemd-journal	19	socket:[20430]	0:8	20430	SOCK	srwxrwxrwx	-	-	-	0
410	410	systemd-journal	20	socket:[17161]	0:8	17161	SOCK	srwxrwxrwx	-	-	-	0
410	410	systemd-journal	21	socket:[13954]	0:8	13954	SOCK	srwxrwxrwx	-	-	-	0
410	410	systemd-journal	22	socket:[20478]	0:8	20478	SOCK	srwxrwxrwx	-	-	-	0
410	410	systemd-journal	23	/var/log/journal/a575075947144dc9b211398e9873474a/system.journal	252:2	1067428	REG	-rw-r-----	2026-02-19 00:39:49.060000 UTC	2026-02-19 00:39:49.060000 UTC	2026-02-19 00:39:16.720000 UTC	16777216
410	410	systemd-journal	24	socket:[17007]	0:8	17007	SOCK	srwxrwxrwx	-	-	-	0
410	410	systemd-journal	25	socket:[17008]	0:8	17008	SOCK	srwxrwxrwx	-	-	-	0
410	410	systemd-journal	26	socket:[17063]	0:8	17063	SOCK	srwxrwxrwx	-	-	-	0
410	410	systemd-journal	27	socket:[17048]	0:8	17048	SOCK	srwxrwxrwx	-	-	-	0
410	410	systemd-journal	28	socket:[17047]	0:8	17047	SOCK	srwxrwxrwx	-	-	-	0
410	410	systemd-journal	29	socket:[14243]	0:8	14243	SOCK	srwxrwxrwx	-	-	-	0
410	410	systemd-journal	31	socket:[17057]	0:8	17057	SOCK	srwxrwxrwx	-	-	-	0
410	410	systemd-journal	32	socket:[17193]	0:8	17193	SOCK	srwxrwxrwx	-	-	-	0
410	410	systemd-journal	33	socket:[17072]	0:8	17072	SOCK	srwxrwxrwx	-	-	-	0
410	410	systemd-journal	36	socket:[17190]	0:8	17190	SOCK	srwxrwxrwx	-	-	-	0
448	448	multipathd	0	/dev/null	0:5	5	CHR	crw-rw-rw-	2026-02-19 00:39:11.972000 UTC	2026-02-19 00:39:11.972000 UTC	2026-02-19 00:39:11.972000 UTC	0
448	448	multipathd	1	socket:[20588]	0:8	20588	SOCK	srwxrwxrwx	-	-	-	0
448	448	multipathd	2	socket:[20588]	0:8	20588	SOCK	srwxrwxrwx	-	-	-	0
448	448	multipathd	3	socket:[20246]	0:8	20246	SOCK	srwxrwxrwx	-	-	-	0
448	448	multipathd	4	/run/multipathd.pid	0:26	494	REG	-rw-r--r--	2026-02-19 00:39:11.628000 UTC	2026-02-19 00:39:11.628000 UTC	2026-02-19 00:39:11.628000 UTC	3
448	448	multipathd	5	/dev/mapper/control	0:5	149	CHR	crw-------	2026-02-19 00:39:11.976000 UTC	2026-02-19 00:39:11.976000 UTC	2026-02-19 00:39:11.976000 UTC	0
448	448	multipathd	6	/dev/mapper/control	0:5	149	CHR	crw-------	2026-02-19 00:39:11.976000 UTC	2026-02-19 00:39:11.976000 UTC	2026-02-19 00:39:11.976000 UTC	0
448	448	multipathd	7	socket:[16690]	0:8	16690	SOCK	srwxrwxrwx	-	-	-	0
448	448	multipathd	8	anon_inode:[12505]	0:14	12505	-	?rw-------	2026-02-19 00:39:08.711093 UTC	2026-02-19 00:39:08.711093 UTC	2026-02-19 00:39:08.711093 UTC	0
448	448	multipathd	9	anon_inode:[12505]	0:14	12505	-	?rw-------	2026-02-19 00:39:08.711093 UTC	2026-02-19 00:39:08.711093 UTC	2026-02-19 00:39:08.711093 UTC	0
448	452	multipathd	0	/dev/null	0:5	5	CHR	crw-rw-rw-	2026-02-19 00:39:11.972000 UTC	2026-02-19 00:39:11.972000 UTC	2026-02-19 00:39:11.972000 UTC	0
448	452	multipathd	1	socket:[20588]	0:8	20588	SOCK	srwxrwxrwx	-	-	-	0
448	452	multipathd	2	socket:[20588]	0:8	20588	SOCK	srwxrwxrwx	-	-	-	0
448	452	multipathd	3	socket:[20246]	0:8	20246	SOCK	srwxrwxrwx	-	-	-	0
448	452	multipathd	4	/run/multipathd.pid	0:26	494	REG	-rw-r--r--	2026-02-19 00:39:11.628000 UTC	2026-02-19 00:39:11.628000 UTC	2026-02-19 00:39:11.628000 UTC	3
448	452	multipathd	5	/dev/mapper/control	0:5	149	CHR	crw-------	2026-02-19 00:39:11.976000 UTC	2026-02-19 00:39:11.976000 UTC	2026-02-19 00:39:11.976000 UTC	0
448	452	multipathd	6	/dev/mapper/control	0:5	149	CHR	crw-------	2026-02-19 00:39:11.976000 UTC	2026-02-19 00:39:11.976000 UTC	2026-02-19 00:39:11.976000 UTC	0
448	452	multipathd	7	socket:[16690]	0:8	16690	SOCK	srwxrwxrwx	-	-	-	0
448	452	multipathd	8	anon_inode:[12505]	0:14	12505	-	?rw-------	2026-02-19 00:39:08.711093 UTC	2026-02-19 00:39:08.711093 UTC	2026-02-19 00:39:08.711093 UTC	0
448	452	multipathd	9	anon_inode:[12505]	0:14	12505	-	?rw-------	2026-02-19 00:39:08.711093 UTC	2026-02-19 00:39:08.711093 UTC	2026-02-19 00:39:08.711093 UTC	0
448	453	multipathd	0	/dev/null	0:5	5	CHR	crw-rw-rw-	2026-02-19 00:39:11.972000 UTC	2026-02-19 00:39:11.972000 UTC	2026-02-19 00:39:11.972000 UTC	0
448	453	multipathd	1	socket:[20588]	0:8	20588	SOCK	srwxrwxrwx	-	-	-	0
448	453	multipathd	2	socket:[20588]	0:8	20588	SOCK	srwxrwxrwx	-	-	-	0
448	453	multipathd	3	socket:[20246]	0:8	20246	SOCK	srwxrwxrwx	-	-	-	0
448	453	multipathd	4	/run/multipathd.pid	0:26	494	REG	-rw-r--r--	2026-02-19 00:39:11.628000 UTC	2026-02-19 00:39:11.628000 UTC	2026-02-19 00:39:11.628000 UTC	3
448	453	multipathd	5	/dev/mapper/control	0:5	149	CHR	crw-------	2026-02-19 00:39:11.976000 UTC	2026-02-19 00:39:11.976000 UTC	2026-02-19 00:39:11.976000 UTC	0
448	453	multipathd	6	/dev/mapper/control	0:5	149	CHR	crw-------	2026-02-19 00:39:11.976000 UTC	2026-02-19 00:39:11.976000 UTC	2026-02-19 00:39:11.976000 UTC	0
448	453	multipathd	7	socket:[16690]	0:8	16690	SOCK	srwxrwxrwx	-	-	-	0
448	453	multipathd	8	anon_inode:[12505]	0:14	12505	-	?rw-------	2026-02-19 00:39:08.711093 UTC	2026-02-19 00:39:08.711093 UTC	2026-02-19 00:39:08.711093 UTC	0
448	453	multipathd	9	anon_inode:[12505]	0:14	12505	-	?rw-------	2026-02-19 00:39:08.711093 UTC	2026-02-19 00:39:08.711093 UTC	2026-02-19 00:39:08.711093 UTC	0
448	454	multipathd	0	/dev/null	0:5	5	CHR	crw-rw-rw-	2026-02-19 00:39:11.972000 UTC	2026-02-19 00:39:11.972000 UTC	2026-02-19 00:39:11.972000 UTC	0
448	454	multipathd	1	socket:[20588]	0:8	20588	SOCK	srwxrwxrwx	-	-	-	0
448	454	multipathd	2	socket:[20588]	0:8	20588	SOCK	srwxrwxrwx	-	-	-	0
448	454	multipathd	3	socket:[20246]	0:8	20246	SOCK	srwxrwxrwx	-	-	-	0
448	454	multipathd	4	/run/multipathd.pid	0:26	494	REG	-rw-r--r--	2026-02-19 00:39:11.628000 UTC	2026-02-19 00:39:11.628000 UTC	2026-02-19 00:39:11.628000 UTC	3
448	454	multipathd	5	/dev/mapper/control	0:5	149	CHR	crw-------	2026-02-19 00:39:11.976000 UTC	2026-02-19 00:39:11.976000 UTC	2026-02-19 00:39:11.976000 UTC	0
448	454	multipathd	6	/dev/mapper/control	0:5	149	CHR	crw-------	2026-02-19 00:39:11.976000 UTC	2026-02-19 00:39:11.976000 UTC	2026-02-19 00:39:11.976000 UTC	0
448	454	multipathd	7	socket:[16690]	0:8	16690	SOCK	srwxrwxrwx	-	-	-	0
448	454	multipathd	8	anon_inode:[12505]	0:14	12505	-	?rw-------	2026-02-19 00:39:08.711093 UTC	2026-02-19 00:39:08.711093 UTC	2026-02-19 00:39:08.711093 UTC	0
448	454	multipathd	9	anon_inode:[12505]	0:14	12505	-	?rw-------	2026-02-19 00:39:08.711093 UTC	2026-02-19 00:39:08.711093 UTC	2026-02-19 00:39:08.711093 UTC	0
448	455	multipathd	0	/dev/null	0:5	5	CHR	crw-rw-rw-	2026-02-19 00:39:11.972000 UTC	2026-02-19 00:39:11.972000 UTC	2026-02-19 00:39:11.972000 UTC	0
448	455	multipathd	1	socket:[20588]	0:8	20588	SOCK	srwxrwxrwx	-	-	-	0
448	455	multipathd	2	socket:[20588]	0:8	20588	SOCK	srwxrwxrwx	-	-	-	0
448	455	multipathd	3	socket:[20246]	0:8	20246	SOCK	srwxrwxrwx	-	-	-	0
448	455	multipathd	4	/run/multipathd.pid	0:26	494	REG	-rw-r--r--	2026-02-19 00:39:11.628000 UTC	2026-02-19 00:39:11.628000 UTC	2026-02-19 00:39:11.628000 UTC	3
448	455	multipathd	5	/dev/mapper/control	0:5	149	CHR	crw-------	2026-02-19 00:39:11.976000 UTC	2026-02-19 00:39:11.976000 UTC	2026-02-19 00:39:11.976000 UTC	0
448	455	multipathd	6	/dev/mapper/control	0:5	149	CHR	crw-------	2026-02-19 00:39:11.976000 UTC	2026-02-19 00:39:11.976000 UTC	2026-02-19 00:39:11.976000 UTC	0
448	455	multipathd	7	socket:[16690]	0:8	16690	SOCK	srwxrwxrwx	-	-	-	0
448	455	multipathd	8	anon_inode:[12505]	0:14	12505	-	?rw-------	2026-02-19 00:39:08.711093 UTC	2026-02-19 00:39:08.711093 UTC	2026-02-19 00:39:08.711093 UTC	0
448	455	multipathd	9	anon_inode:[12505]	0:14	12505	-	?rw-------	2026-02-19 00:39:08.711093 UTC	2026-02-19 00:39:08.711093 UTC	2026-02-19 00:39:08.711093 UTC	0
448	456	multipathd	0	/dev/null	0:5	5	CHR	crw-rw-rw-	2026-02-19 00:39:11.972000 UTC	2026-02-19 00:39:11.972000 UTC	2026-02-19 00:39:11.972000 UTC	0
448	456	multipathd	1	socket:[20588]	0:8	20588	SOCK	srwxrwxrwx	-	-	-	0
448	456	multipathd	2	socket:[20588]	0:8	20588	SOCK	srwxrwxrwx	-	-	-	0
448	456	multipathd	3	socket:[20246]	0:8	20246	SOCK	srwxrwxrwx	-	-	-	0
448	456	multipathd	4	/run/multipathd.pid	0:26	494	REG	-rw-r--r--	2026-02-19 00:39:11.628000 UTC	2026-02-19 00:39:11.628000 UTC	2026-02-19 00:39:11.628000 UTC	3
448	456	multipathd	5	/dev/mapper/control	0:5	149	CHR	crw-------	2026-02-19 00:39:11.976000 UTC	2026-02-19 00:39:11.976000 UTC	2026-02-19 00:39:11.976000 UTC	0
448	456	multipathd	6	/dev/mapper/control	0:5	149	CHR	crw-------	2026-02-19 00:39:11.976000 UTC	2026-02-19 00:39:11.976000 UTC	2026-02-19 00:39:11.976000 UTC	0
448	456	multipathd	7	socket:[16690]	0:8	16690	SOCK	srwxrwxrwx	-	-	-	0
448	456	multipathd	8	anon_inode:[12505]	0:14	12505	-	?rw-------	2026-02-19 00:39:08.711093 UTC	2026-02-19 00:39:08.711093 UTC	2026-02-19 00:39:08.711093 UTC	0
448	456	multipathd	9	anon_inode:[12505]	0:14	12505	-	?rw-------	2026-02-19 00:39:08.711093 UTC	2026-02-19 00:39:08.711093 UTC	2026-02-19 00:39:08.711093 UTC	0
448	457	multipathd	0	/dev/null	0:5	5	CHR	crw-rw-rw-	2026-02-19 00:39:11.972000 UTC	2026-02-19 00:39:11.972000 UTC	2026-02-19 00:39:11.972000 UTC	0
448	457	multipathd	1	socket:[20588]	0:8	20588	SOCK	srwxrwxrwx	-	-	-	0
448	457	multipathd	2	socket:[20588]	0:8	20588	SOCK	srwxrwxrwx	-	-	-	0
448	457	multipathd	3	socket:[20246]	0:8	20246	SOCK	srwxrwxrwx	-	-	-	0
448	457	multipathd	4	/run/multipathd.pid	0:26	494	REG	-rw-r--r--	2026-02-19 00:39:11.628000 UTC	2026-02-19 00:39:11.628000 UTC	2026-02-19 00:39:11.628000 UTC	3
448	457	multipathd	5	/dev/mapper/control	0:5	149	CHR	crw-------	2026-02-19 00:39:11.976000 UTC	2026-02-19 00:39:11.976000 UTC	2026-02-19 00:39:11.976000 UTC	0
448	457	multipathd	6	/dev/mapper/control	0:5	149	CHR	crw-------	2026-02-19 00:39:11.976000 UTC	2026-02-19 00:39:11.976000 UTC	2026-02-19 00:39:11.976000 UTC	0
448	457	multipathd	7	socket:[16690]	0:8	16690	SOCK	srwxrwxrwx	-	-	-	0
448	457	multipathd	8	anon_inode:[12505]	0:14	12505	-	?rw-------	2026-02-19 00:39:08.711093 UTC	2026-02-19 00:39:08.711093 UTC	2026-02-19 00:39:08.711093 UTC	0
