Volatility 3 Framework 2.28.0

PID	TID	Process	FD	Path	Device	Inode	Type	Mode	Changed	Modified	Accessed	Size
448	455	multipathd	4	/run/multipathd.pid	0:26	494	REG	-rw-r--r--	2026-02-19 05:07:43.556000 UTC	2026-02-19 05:07:43.556000 UTC	2026-02-19 05:07:43.556000 UTC	3
448	455	multipathd	5	/dev/mapper/control	0:5	149	CHR	crw-------	2026-02-19 05:07:43.872000 UTC	2026-02-19 05:07:43.872000 UTC	2026-02-19 05:07:43.872000 UTC	0
448	455	multipathd	6	/dev/mapper/control	0:5	149	CHR	crw-------	2026-02-19 05:07:43.872000 UTC	2026-02-19 05:07:43.872000 UTC	2026-02-19 05:07:43.872000 UTC	0
448	455	multipathd	7	socket:[15311]	0:8	15311	SOCK	srwxrwxrwx	-	-	-	0
448	455	multipathd	8	anon_inode:[12505]	0:14	12505	-	?rw-------	2026-02-19 05:07:40.815328 UTC	2026-02-19 05:07:40.815328 UTC	2026-02-19 05:07:40.815328 UTC	0
448	455	multipathd	9	anon_inode:[12505]	0:14	12505	-	?rw-------	2026-02-19 05:07:40.815328 UTC	2026-02-19 05:07:40.815328 UTC	2026-02-19 05:07:40.815328 UTC	0
448	456	multipathd	0	/dev/null	0:5	5	CHR	crw-rw-rw-	2026-02-19 05:07:43.868000 UTC	2026-02-19 05:07:43.868000 UTC	2026-02-19 05:07:43.868000 UTC	0
448	456	multipathd	1	socket:[15291]	0:8	15291	SOCK	srwxrwxrwx	-	-	-	0
448	456	multipathd	2	socket:[15291]	0:8	15291	SOCK	srwxrwxrwx	-	-	-	0
448	456	multipathd	3	socket:[19668]	0:8	19668	SOCK	srwxrwxrwx	-	-	-	0
448	456	multipathd	4	/run/multipathd.pid	0:26	494	REG	-rw-r--r--	2026-02-19 05:07:43.556000 UTC	2026-02-19 05:07:43.556000 UTC	2026-02-19 05:07:43.556000 UTC	3
448	456	multipathd	5	/dev/mapper/control	0:5	149	CHR	crw-------	2026-02-19 05:07:43.872000 UTC	2026-02-19 05:07:43.872000 UTC	2026-02-19 05:07:43.872000 UTC	0
448	456	multipathd	6	/dev/mapper/control	0:5	149	CHR	crw-------	2026-02-19 05:07:43.872000 UTC	2026-02-19 05:07:43.872000 UTC	2026-02-19 05:07:43.872000 UTC	0
448	456	multipathd	7	socket:[15311]	0:8	15311	SOCK	srwxrwxrwx	-	-	-	0
448	456	multipathd	8	anon_inode:[12505]	0:14	12505	-	?rw-------	2026-02-19 05:07:40.815328 UTC	2026-02-19 05:07:40.815328 UTC	2026-02-19 05:07:40.815328 UTC	0
448	456	multipathd	9	anon_inode:[12505]	0:14	12505	-	?rw-------	2026-02-19 05:07:40.815328 UTC	2026-02-19 05:07:40.815328 UTC	2026-02-19 05:07:40.815328 UTC	0
448	457	multipathd	0	/dev/null	0:5	5	CHR	crw-rw-rw-	2026-02-19 05:07:43.868000 UTC	2026-02-19 05:07:43.868000 UTC	2026-02-19 05:07:43.868000 UTC	0
448	457	multipathd	1	socket:[15291]	0:8	15291	SOCK	srwxrwxrwx	-	-	-	0
448	457	multipathd	2	socket:[15291]	0:8	15291	SOCK	srwxrwxrwx	-	-	-	0
448	457	multipathd	3	socket:[19668]	0:8	19668	SOCK	srwxrwxrwx	-	-	-	0
448	457	multipathd	4	/run/multipathd.pid	0:26	494	REG	-rw-r--r--	2026-02-19 05:07:43.556000 UTC	2026-02-19 05:07:43.556000 UTC	2026-02-19 05:07:43.556000 UTC	3
448	457	multipathd	5	/dev/mapper/control	0:5	149	CHR	crw-------	2026-02-19 05:07:43.872000 UTC	2026-02-19 05:07:43.872000 UTC	2026-02-19 05:07:43.872000 UTC	0
448	457	multipathd	6	/dev/mapper/control	0:5	149	CHR	crw-------	2026-02-19 05:07:43.872000 UTC	2026-02-19 05:07:43.872000 UTC	2026-02-19 05:07:43.872000 UTC	0
448	457	multipathd	7	socket:[15311]	0:8	15311	SOCK	srwxrwxrwx	-	-	-	0
448	457	multipathd	8	anon_inode:[12505]	0:14	12505	-	?rw-------	2026-02-19 05:07:40.815328 UTC	2026-02-19 05:07:40.815328 UTC	2026-02-19 05:07:40.815328 UTC	0
448	457	multipathd	9	anon_inode:[12505]	0:14	12505	-	?rw-------	2026-02-19 05:07:40.815328 UTC	2026-02-19 05:07:40.815328 UTC	2026-02-19 05:07:40.815328 UTC	0
448	458	multipathd	0	/dev/null	0:5	5	CHR	crw-rw-rw-	2026-02-19 05:07:43.868000 UTC	2026-02-19 05:07:43.868000 UTC	2026-02-19 05:07:43.868000 UTC	0
448	458	multipathd	1	socket:[15291]	0:8	15291	SOCK	srwxrwxrwx	-	-	-	0
448	458	multipathd	2	socket:[15291]	0:8	15291	SOCK	srwxrwxrwx	-	-	-	0
448	458	multipathd	3	socket:[19668]	0:8	19668	SOCK	srwxrwxrwx	-	-	-	0
448	458	multipathd	4	/run/multipathd.pid	0:26	494	REG	-rw-r--r--	2026-02-19 05:07:43.556000 UTC	2026-02-19 05:07:43.556000 UTC	2026-02-19 05:07:43.556000 UTC	3
448	458	multipathd	5	/dev/mapper/control	0:5	149	CHR	crw-------	2026-02-19 05:07:43.872000 UTC	2026-02-19 05:07:43.872000 UTC	2026-02-19 05:07:43.872000 UTC	0
448	458	multipathd	6	/dev/mapper/control	0:5	149	CHR	crw-------	2026-02-19 05:07:43.872000 UTC	2026-02-19 05:07:43.872000 UTC	2026-02-19 05:07:43.872000 UTC	0
448	458	multipathd	7	socket:[15311]	0:8	15311	SOCK	srwxrwxrwx	-	-	-	0
448	458	multipathd	8	anon_inode:[12505]	0:14	12505	-	?rw-------	2026-02-19 05:07:40.815328 UTC	2026-02-19 05:07:40.815328 UTC	2026-02-19 05:07:40.815328 UTC	0
448	458	multipathd	9	anon_inode:[12505]	0:14	12505	-	?rw-------	2026-02-19 05:07:40.815328 UTC	2026-02-19 05:07:40.815328 UTC	2026-02-19 05:07:40.815328 UTC	0
