Volatility 3 Framework 2.28.0

OFFSET (V)	PID	TID	PPID	COMM	UID	GID	EUID	EGID	CREATION TIME	File output
0x926c413c0000	34	34	2	ksoftirqd/3	0	0	0	0	2026-02-19 05:07:39.048907 UTC	Disabled
0x926c413c2000	35	35	2	kworker/3:0	0	0	0	0	2026-02-19 05:07:39.048907 UTC	Disabled
0x926c413c6000	36	36	2	kworker/3:0H	0	0	0	0	2026-02-19 05:07:39.048907 UTC	Disabled
0x926c413c4000	37	37	2	kdevtmpfs	0	0	0	0	2026-02-19 05:07:39.052907 UTC	Disabled
0x926c413cc000	38	38	2	inet_frag_wq	0	0	0	0	2026-02-19 05:07:39.052907 UTC	Disabled
0x926c413c8000	39	39	2	kauditd	0	0	0	0	2026-02-19 05:07:39.052907 UTC	Disabled
0x926c413ca000	40	40	2	khungtaskd	0	0	0	0	2026-02-19 05:07:39.052907 UTC	Disabled
0x926c413ce000	41	41	2	oom_reaper	0	0	0	0	2026-02-19 05:07:39.052907 UTC	Disabled
0x926c41970000	42	42	2	writeback	0	0	0	0	2026-02-19 05:07:39.052907 UTC	Disabled
0x926c41972000	43	43	2	kcompactd0	0	0	0	0	2026-02-19 05:07:39.052907 UTC	Disabled
0x926c41976000	44	44	2	ksmd	0	0	0	0	2026-02-19 05:07:39.052907 UTC	Disabled
0x926c41974000	45	45	2	khugepaged	0	0	0	0	2026-02-19 05:07:39.052907 UTC	Disabled
0x926c4198e000	52	52	2	kworker/1:1	0	0	0	0	2026-02-19 05:07:39.052907 UTC	Disabled
0x926c41ac8000	55	55	2	kworker/2:1	0	0	0	0	2026-02-19 05:07:39.052907 UTC	Disabled
0x926c41b64000	93	93	2	kintegrityd	0	0	0	0	2026-02-19 05:07:39.056907 UTC	Disabled
0x926c41b72000	94	94	2	kblockd	0	0	0	0	2026-02-19 05:07:39.056907 UTC	Disabled
0x926c41b76000	95	95	2	blkcg_punt_bio	0	0	0	0	2026-02-19 05:07:39.056907 UTC	Disabled
0x926c41b74000	96	96	2	tpm_dev_wq	0	0	0	0	2026-02-19 05:07:39.276907 UTC	Disabled
0x926c41b70000	97	97	2	ata_sff	0	0	0	0	2026-02-19 05:07:39.276907 UTC	Disabled
0x926c41cc0000	98	98	2	md	0	0	0	0	2026-02-19 05:07:39.276907 UTC	Disabled
0x926c41cc2000	99	99	2	edac-poller	0	0	0	0	2026-02-19 05:07:39.276907 UTC	Disabled
0x926c41cc6000	100	100	2	devfreq_wq	0	0	0	0	2026-02-19 05:07:39.276907 UTC	Disabled
0x926c41cc4000	101	101	2	watchdogd	0	0	0	0	2026-02-19 05:07:39.372907 UTC	Disabled
0x926c41ae6000	102	102	2	kworker/3:1	0	0	0	0	2026-02-19 05:07:39.378795 UTC	Disabled
0x926c41ae2000	103	103	2	kworker/u8:1	0	0	0	0	2026-02-19 05:07:39.389018 UTC	Disabled
0x926c41ae0000	104	104	2	kworker/0:1H	0	0	0	0	2026-02-19 05:07:39.399226 UTC	Disabled
0x926c41b62000	106	106	2	kswapd0	0	0	0	0	2026-02-19 05:07:39.440643 UTC	Disabled
0x926c41b60000	107	107	2	ecryptfs-kthrea	0	0	0	0	2026-02-19 05:07:39.441917 UTC	Disabled
0x926c41b5e000	109	109	2	kthrotld	0	0	0	0	2026-02-19 05:07:39.449629 UTC	Disabled
0x926c41b5a000	110	110	2	irq/24-aerdrv	0	0	0	0	2026-02-19 05:07:39.452147 UTC	Disabled
0x926c41b58000	111	111	2	irq/25-aerdrv	0	0	0	0	2026-02-19 05:07:39.453050 UTC	Disabled
0x926c41b46000	112	112	2	irq/26-aerdrv	0	0	0	0	2026-02-19 05:07:39.454940 UTC	Disabled
0x926c41b42000	113	113	2	irq/27-aerdrv	0	0	0	0	2026-02-19 05:07:39.456798 UTC	Disabled
0x926c41b40000	114	114	2	irq/28-aerdrv	0	0	0	0	2026-02-19 05:07:39.458882 UTC	Disabled
0x926c41b44000	115	115	2	irq/29-aerdrv	0	0	0	0	2026-02-19 05:07:39.460286 UTC	Disabled
0x926c41ada000	116	116	2	irq/30-aerdrv	0	0	0	0	2026-02-19 05:07:39.461895 UTC	Disabled
0x926c41ad8000	117	117	2	irq/31-aerdrv	0	0	0	0	2026-02-19 05:07:39.463648 UTC	Disabled
0x926c41adc000	118	118	2	irq/32-aerdrv	0	0	0	0	2026-02-19 05:07:39.465443 UTC	Disabled
0x926c41ade000	119	119	2	irq/33-aerdrv	0	0	0	0	2026-02-19 05:07:39.467181 UTC	Disabled
0x926c41ace000	120	120	2	irq/34-aerdrv	0	0	0	0	2026-02-19 05:07:39.469903 UTC	Disabled
0x926c41aca000	121	121	2	irq/35-aerdrv	0	0	0	0	2026-02-19 05:07:39.471144 UTC	Disabled
0x926c41acc000	122	122	2	irq/36-aerdrv	0	0	0	0	2026-02-19 05:07:39.472407 UTC	Disabled
0x926c41afc000	123	123	2	irq/37-aerdrv	0	0	0	0	2026-02-19 05:07:39.473790 UTC	Disabled
0x926c41afe000	124	124	2	acpi_thermal_pm	0	0	0	0	2026-02-19 05:07:39.474342 UTC	Disabled
0x926c41afa000	125	125	2	kworker/u8:2	0	0	0	0	2026-02-19 05:07:39.474423 UTC	Disabled
0x926c41af8000	126	126	2	vfio-irqfd-clea	0	0	0	0	2026-02-19 05:07:39.518064 UTC	Disabled
0x926c41af0000	127	127	2	mld	0	0	0	0	2026-02-19 05:07:39.521323 UTC	Disabled
0x926c41af4000	128	128	2	kworker/2:1H	0	0	0	0	2026-02-19 05:07:39.521374 UTC	Disabled
0x926c41af6000	129	129	2	ipv6_addrconf	0	0	0	0	2026-02-19 05:07:39.521419 UTC	Disabled
0x926c41aee000	131	131	2	kworker/u8:3	0	0	0	0	2026-02-19 05:07:39.720123 UTC	Disabled
0x926c47bbe000	139	139	2	kstrp	0	0	0	0	2026-02-19 05:07:39.872075 UTC	Disabled
0x926c47bba000	142	142	2	zswap-shrink	0	0	0	0	2026-02-19 05:07:39.889639 UTC	Disabled
0x926c47bd6000	143	143	2	kworker/u9:0	0	0	0	0	2026-02-19 05:07:39.889916 UTC	Disabled
0x926c58486000	148	148	2	charger_manager	0	0	0	0	2026-02-19 05:07:39.904417 UTC	Disabled
0x926c584a4000	171	171	2	kworker/1:1H	0	0	0	0	2026-02-19 05:07:39.934767 UTC	Disabled
0x926c584a0000	189	189	2	kworker/0:2	0	0	0	0	2026-02-19 05:07:39.976926 UTC	Disabled
0x926c5849c000	190	190	2	hwrng	0	0	0	0	2026-02-19 05:07:39.977464 UTC	Disabled
0x926c5849e000	191	191	2	scsi_eh_0	0	0	0	0	2026-02-19 05:07:39.982468 UTC	Disabled
0x926c5849a000	192	192	2	kworker/3:1H	0	0	0	0	2026-02-19 05:07:39.983171 UTC	Disabled
0x926c58498000	193	193	2	scsi_tmf_0	0	0	0	0	2026-02-19 05:07:39.983321 UTC	Disabled
0x926c58482000	194	194	2	scsi_eh_1	0	0	0	0	2026-02-19 05:07:39.983799 UTC	Disabled
0x926c58480000	195	195	2	scsi_tmf_1	0	0	0	0	2026-02-19 05:07:39.984386 UTC	Disabled
0x926c58484000	196	196	2	scsi_eh_2	0	0	0	0	2026-02-19 05:07:39.989036 UTC	Disabled
0x926c41988000	197	197	2	scsi_tmf_2	0	0	0	0	2026-02-19 05:07:39.989145 UTC	Disabled
0x926c4198a000	198	198	2	scsi_eh_3	0	0	0	0	2026-02-19 05:07:39.990645 UTC	Disabled
0x926c47bd2000	199	199	2	scsi_tmf_3	0	0	0	0	2026-02-19 05:07:39.992876 UTC	Disabled
0x926c47bbc000	200	200	2	scsi_eh_4	0	0	0	0	2026-02-19 05:07:39.998890 UTC	Disabled
0x926c41b66000	201	201	2	scsi_tmf_4	0	0	0	0	2026-02-19 05:07:39.998950 UTC	Disabled
0x926c41b4e000	202	202	2	scsi_eh_5	0	0	0	0	2026-02-19 05:07:40.004449 UTC	Disabled
0x926c41b48000	203	203	2	scsi_tmf_5	0	0	0	0	2026-02-19 05:07:40.005524 UTC	Disabled
0x926c41b4c000	204	204	2	kworker/u8:4	0	0	0	0	2026-02-19 05:07:40.010955 UTC	Disabled
0x926c4198c000	205	205	2	kworker/u8:5	0	0	0	0	2026-02-19 05:07:40.010990 UTC	Disabled
0x926c6f988000	206	206	2	cryptd	0	0	0	0	2026-02-19 05:07:40.011044 UTC	Disabled
0x926c6f98a000	207	207	2	kworker/u8:6	0	0	0	0	2026-02-19 05:07:40.011284 UTC	Disabled
0x926c41b4a000	208	208	2	kworker/u8:7	0	0	0	0	2026-02-19 05:07:40.011316 UTC	Disabled
0x926c6f980000	245	245	2	kworker/1:2	0	0	0	0	2026-02-19 05:07:40.200391 UTC	Disabled
0x926c6f982000	246	246	2	kworker/u8:8	0	0	0	0	2026-02-19 05:07:40.384556 UTC	Disabled
0x926c41984000	266	266	2	kworker/1:3	0	0	0	0	2026-02-19 05:07:40.476445 UTC	Disabled
0x926c6f9a4000	267	267	2	kworker/2:2	0	0	0	0	2026-02-19 05:07:40.482728 UTC	Disabled
0x926c6f986000	282	282	2	kworker/3:2	0	0	0	0	2026-02-19 05:07:40.618186 UTC	Disabled
0x926c6f984000	291	291	2	raid5wq	0	0	0	0	2026-02-19 05:07:41.857777 UTC	Disabled
0x926c6f44c000	339	339	2	jbd2/vda2-8	0	0	0	0	2026-02-19 05:07:42.015827 UTC	Disabled
0x926c6f44a000	340	340	2	ext4-rsv-conver	0	0	0	0	2026-02-19 05:07:42.015910 UTC	Disabled
0x926c47bd4000	410	410	1	systemd-journal	0	0	0	0	2026-02-19 05:07:42.435609 UTC	Disabled
0x926c6f962000	443	443	2	kaluad	0	0	0	0	2026-02-19 05:07:42.521035 UTC	Disabled
0x926c6f960000	444	444	2	kmpath_rdacd	0	0	0	0	2026-02-19 05:07:42.526400 UTC	Disabled
0x926c6f45a000	446	446	2	kmpathd	0	0	0	0	2026-02-19 05:07:42.533199 UTC	Disabled
0x926c6f45e000	447	447	2	kmpath_handlerd	0	0	0	0	2026-02-19 05:07:42.533328 UTC	Disabled
0x926c6f458000	448	448	1	multipathd	0	0	0	0	2026-02-19 05:07:42.535006 UTC	Disabled
0x926c6f974000	450	450	2	kworker/3:3	0	0	0	0	2026-02-19 05:07:42.544171 UTC	Disabled
0x926c6f970000	452	452	1	systemd-udevd	0	0	0	0	2026-02-19 05:07:42.560619 UTC	Disabled
0x926c41986000	512	512	1	systemd-timesyn	104	105	104	105	2026-02-19 05:07:42.719150 UTC	Disabled
0x926c6f966000	618	618	1	systemd-network	101	102	101	102	2026-02-19 05:07:43.210494 UTC	Disabled
0x926c6f972000	620	620	1	systemd-resolve	102	103	102	103	2026-02-19 05:07:43.239501 UTC	Disabled
0x926c584a2000	631	631	1	cron	0	0	0	0	2026-02-19 05:07:45.255057 UTC	Disabled
0x926c4a9ec000	633	633	1	dbus-daemon	103	104	103	104	2026-02-19 05:07:45.256449 UTC	Disabled
0x926c47bb8000	640	640	1	irqbalance	0	0	0	0	2026-02-19 05:07:45.267128 UTC	Disabled
0x926c6f9f2000	641	641	1	networkd-dispat	0	0	0	0	2026-02-19 05:07:45.269406 UTC	Disabled
0x926c6f9f0000	643	643	1	polkitd	0	0	0	0	2026-02-19 05:07:45.271487 UTC	Disabled
0x926c6f9f6000	644	644	1	rsyslogd	107	113	107	113	2026-02-19 05:07:45.273519 UTC	Disabled
0x926c4b42e000	650	650	1	snapd	0	0	0	0	2026-02-19 05:07:45.281875 UTC	Disabled
0x926c4b428000	652	652	1	systemd-logind	0	0	0	0	2026-02-19 05:07:45.286556 UTC	Disabled
0x926c6f968000	654	654	1	udisksd	0	0	0	0	2026-02-19 05:07:45.290315 UTC	Disabled
0x926c4edb4000	690	690	1	agetty	0	0	0	0	2026-02-19 05:07:45.324776 UTC	Disabled
0x926c41ae4000	693	693	2	kworker/0:3	0	0	0	0	2026-02-19 05:07:45.329012 UTC	Disabled
0x926c4b42a000	695	695	1	sshd	0	0	0	0	2026-02-19 05:07:45.332530 UTC	Disabled
0x926c4edb6000	699	699	1	ModemManager	0	0	0	0	2026-02-19 05:07:45.342705 UTC	Disabled
0x926c4edb0000	701	701	1	unattended-upgr	0	0	0	0	2026-02-19 05:07:45.359309 UTC	Disabled
0x926c4a9ea000	705	705	2	kworker/0:4	0	0	0	0	2026-02-19 05:07:45.392066 UTC	Disabled
0x926c4f446000	951	951	1	systemd	1000	1000	1000	1000	2026-02-19 05:08:17.381338 UTC	Disabled
0x926c584a6000	952	952	951	(sd-pam)	1000	1000	1000	1000	2026-02-19 05:08:17.384400 UTC	Disabled
0x926c4ab8a000	1067	1067	1	bash	1000	1000	1000	1000	2026-02-19 05:08:59.718083 UTC	Disabled
0x926c4f9ee000	1069	1069	1067	sh	1000	1000	1000	1000	2026-02-19 05:10:19.217686 UTC	Disabled
