Volatility 3 Framework 2.28.0

OFFSET (V)	PID	TID	PPID	COMM	UID	GID	EUID	EGID	CREATION TIME	File output
0x9bcdc1398000	23	23	2	kworker/1:0	0	0	0	0	2026-02-19 04:58:58.037096 UTC	Disabled
0x9bcdc139c000	24	24	2	kworker/1:0H	0	0	0	0	2026-02-19 04:58:58.037096 UTC	Disabled
0x9bcdc139e000	25	25	2	cpuhp/2	0	0	0	0	2026-02-19 04:58:58.041096 UTC	Disabled
0x9bcdc13a4000	26	26	2	idle_inject/2	0	0	0	0	2026-02-19 04:58:58.041096 UTC	Disabled
0x9bcdc13a6000	27	27	2	migration/2	0	0	0	0	2026-02-19 04:58:58.041096 UTC	Disabled
0x9bcdc13a2000	28	28	2	ksoftirqd/2	0	0	0	0	2026-02-19 04:58:58.041096 UTC	Disabled
0x9bcdc13a0000	29	29	2	kworker/2:0	0	0	0	0	2026-02-19 04:58:58.041096 UTC	Disabled
0x9bcdc13b8000	30	30	2	kworker/2:0H	0	0	0	0	2026-02-19 04:58:58.041096 UTC	Disabled
0x9bcdc13bc000	31	31	2	cpuhp/3	0	0	0	0	2026-02-19 04:58:58.045096 UTC	Disabled
0x9bcdc13be000	32	32	2	idle_inject/3	0	0	0	0	2026-02-19 04:58:58.045096 UTC	Disabled
0x9bcdc13ba000	33	33	2	migration/3	0	0	0	0	2026-02-19 04:58:58.045096 UTC	Disabled
0x9bcdc13c4000	34	34	2	ksoftirqd/3	0	0	0	0	2026-02-19 04:58:58.045096 UTC	Disabled
0x9bcdc13c6000	35	35	2	kworker/3:0	0	0	0	0	2026-02-19 04:58:58.045096 UTC	Disabled
0x9bcdc13c2000	36	36	2	kworker/3:0H	0	0	0	0	2026-02-19 04:58:58.045096 UTC	Disabled
0x9bcdc13c0000	37	37	2	kdevtmpfs	0	0	0	0	2026-02-19 04:58:58.049096 UTC	Disabled
0x9bcdc13cc000	38	38	2	inet_frag_wq	0	0	0	0	2026-02-19 04:58:58.049096 UTC	Disabled
0x9bcdc13ce000	39	39	2	kauditd	0	0	0	0	2026-02-19 04:58:58.049096 UTC	Disabled
0x9bcdc13ca000	40	40	2	khungtaskd	0	0	0	0	2026-02-19 04:58:58.049096 UTC	Disabled
0x9bcdc13c8000	41	41	2	oom_reaper	0	0	0	0	2026-02-19 04:58:58.049096 UTC	Disabled
0x9bcdc1976000	42	42	2	writeback	0	0	0	0	2026-02-19 04:58:58.049096 UTC	Disabled
0x9bcdc1972000	43	43	2	kcompactd0	0	0	0	0	2026-02-19 04:58:58.049096 UTC	Disabled
0x9bcdc1970000	44	44	2	ksmd	0	0	0	0	2026-02-19 04:58:58.049096 UTC	Disabled
0x9bcdc1974000	45	45	2	khugepaged	0	0	0	0	2026-02-19 04:58:58.049096 UTC	Disabled
0x9bcdc198c000	52	52	2	kworker/1:1	0	0	0	0	2026-02-19 04:58:58.049096 UTC	Disabled
0x9bcdc1acc000	55	55	2	kworker/2:1	0	0	0	0	2026-02-19 04:58:58.049096 UTC	Disabled
0x9bcdc1b60000	93	93	2	kintegrityd	0	0	0	0	2026-02-19 04:58:58.049096 UTC	Disabled
0x9bcdc1b70000	94	94	2	kblockd	0	0	0	0	2026-02-19 04:58:58.053096 UTC	Disabled
0x9bcdc1b74000	95	95	2	blkcg_punt_bio	0	0	0	0	2026-02-19 04:58:58.053096 UTC	Disabled
0x9bcdc1b76000	96	96	2	tpm_dev_wq	0	0	0	0	2026-02-19 04:58:58.241096 UTC	Disabled
0x9bcdc1b72000	97	97	2	ata_sff	0	0	0	0	2026-02-19 04:58:58.241096 UTC	Disabled
0x9bcdc1aca000	98	98	2	md	0	0	0	0	2026-02-19 04:58:58.241096 UTC	Disabled
0x9bcdc1ace000	99	99	2	edac-poller	0	0	0	0	2026-02-19 04:58:58.241096 UTC	Disabled
0x9bcdc1ac8000	100	100	2	devfreq_wq	0	0	0	0	2026-02-19 04:58:58.241096 UTC	Disabled
0x9bcdc198a000	101	101	2	watchdogd	0	0	0	0	2026-02-19 04:58:58.345096 UTC	Disabled
0x9bcdc198e000	102	102	2	kworker/u8:1	0	0	0	0	2026-02-19 04:58:58.358951 UTC	Disabled
0x9bcdc1988000	103	103	2	kworker/0:1H	0	0	0	0	2026-02-19 04:58:58.369657 UTC	Disabled
0x9bcdc1b66000	105	105	2	kswapd0	0	0	0	0	2026-02-19 04:58:58.416605 UTC	Disabled
0x9bcdc1b64000	106	106	2	ecryptfs-kthrea	0	0	0	0	2026-02-19 04:58:58.417937 UTC	Disabled
0x9bcdc1b5a000	108	108	2	kthrotld	0	0	0	0	2026-02-19 04:58:58.425964 UTC	Disabled
0x9bcdc1b5e000	109	109	2	irq/24-aerdrv	0	0	0	0	2026-02-19 04:58:58.428030 UTC	Disabled
0x9bcdc1b5c000	110	110	2	irq/25-aerdrv	0	0	0	0	2026-02-19 04:58:58.428954 UTC	Disabled
0x9bcdc1b4c000	111	111	2	irq/26-aerdrv	0	0	0	0	2026-02-19 04:58:58.431173 UTC	Disabled
0x9bcdc1b48000	112	112	2	irq/27-aerdrv	0	0	0	0	2026-02-19 04:58:58.433430 UTC	Disabled
0x9bcdc1b4a000	113	113	2	irq/28-aerdrv	0	0	0	0	2026-02-19 04:58:58.435858 UTC	Disabled
0x9bcdc1b4e000	114	114	2	irq/29-aerdrv	0	0	0	0	2026-02-19 04:58:58.438865 UTC	Disabled
0x9bcdc1986000	115	115	2	irq/30-aerdrv	0	0	0	0	2026-02-19 04:58:58.441139 UTC	Disabled
0x9bcdc1982000	116	116	2	irq/31-aerdrv	0	0	0	0	2026-02-19 04:58:58.443689 UTC	Disabled
0x9bcdc1984000	117	117	2	irq/32-aerdrv	0	0	0	0	2026-02-19 04:58:58.445004 UTC	Disabled
0x9bcdc1980000	118	118	2	irq/33-aerdrv	0	0	0	0	2026-02-19 04:58:58.446385 UTC	Disabled
0x9bcdc1ae8000	119	119	2	irq/34-aerdrv	0	0	0	0	2026-02-19 04:58:58.448570 UTC	Disabled
0x9bcdc1aea000	120	120	2	irq/35-aerdrv	0	0	0	0	2026-02-19 04:58:58.450526 UTC	Disabled
0x9bcdc1aee000	121	121	2	irq/36-aerdrv	0	0	0	0	2026-02-19 04:58:58.452673 UTC	Disabled
0x9bcdc1aec000	122	122	2	irq/37-aerdrv	0	0	0	0	2026-02-19 04:58:58.456173 UTC	Disabled
0x9bcdc1ae4000	123	123	2	acpi_thermal_pm	0	0	0	0	2026-02-19 04:58:58.456930 UTC	Disabled
0x9bcdc1ae0000	124	124	2	kworker/u8:2	0	0	0	0	2026-02-19 04:58:58.457005 UTC	Disabled
0x9bcdc1ae2000	125	125	2	vfio-irqfd-clea	0	0	0	0	2026-02-19 04:58:58.505940 UTC	Disabled
0x9bcdc1ae6000	126	126	2	mld	0	0	0	0	2026-02-19 04:58:58.509343 UTC	Disabled
0x9bcdc1ad8000	127	127	2	kworker/2:1H	0	0	0	0	2026-02-19 04:58:58.509427 UTC	Disabled
0x9bcdc1ada000	128	128	2	ipv6_addrconf	0	0	0	0	2026-02-19 04:58:58.509476 UTC	Disabled
0x9bcdc1ade000	130	130	2	kworker/u8:3	0	0	0	0	2026-02-19 04:58:58.708306 UTC	Disabled
0x9bcdc121c000	138	138	2	kstrp	0	0	0	0	2026-02-19 04:58:58.856941 UTC	Disabled
0x9bcdc35d0000	139	139	2	kworker/3:1	0	0	0	0	2026-02-19 04:58:58.857407 UTC	Disabled
0x9bcdc35d2000	142	142	2	zswap-shrink	0	0	0	0	2026-02-19 04:58:58.874437 UTC	Disabled
0x9bcdc1e78000	143	143	2	kworker/u9:0	0	0	0	0	2026-02-19 04:58:58.874626 UTC	Disabled
0x9bcdc1e7a000	148	148	2	charger_manager	0	0	0	0	2026-02-19 04:58:58.889858 UTC	Disabled
0x9bcdf05b2000	188	188	2	kworker/1:1H	0	0	0	0	2026-02-19 04:58:58.947181 UTC	Disabled
0x9bcdf05b0000	189	189	2	kworker/2:2	0	0	0	0	2026-02-19 04:58:58.965271 UTC	Disabled
0x9bcdf05b4000	190	190	2	hwrng	0	0	0	0	2026-02-19 04:58:58.976511 UTC	Disabled
0x9bcdf05a4000	191	191	2	scsi_eh_0	0	0	0	0	2026-02-19 04:58:58.979126 UTC	Disabled
0x9bcdf05a0000	192	192	2	scsi_tmf_0	0	0	0	0	2026-02-19 04:58:58.979579 UTC	Disabled
0x9bcdf05a2000	193	193	2	scsi_eh_1	0	0	0	0	2026-02-19 04:58:58.989000 UTC	Disabled
0x9bcdc1e7e000	194	194	2	scsi_tmf_1	0	0	0	0	2026-02-19 04:58:58.989785 UTC	Disabled
0x9bcdc1e7c000	195	195	2	scsi_eh_2	0	0	0	0	2026-02-19 04:58:58.992817 UTC	Disabled
0x9bcdc36b4000	196	196	2	cryptd	0	0	0	0	2026-02-19 04:58:58.993073 UTC	Disabled
0x9bcdc36b0000	197	197	2	scsi_tmf_2	0	0	0	0	2026-02-19 04:58:59.000941 UTC	Disabled
0x9bcdc1b62000	207	207	2	kworker/3:1H	0	0	0	0	2026-02-19 04:58:59.003663 UTC	Disabled
0x9bcdef49a000	211	211	2	scsi_eh_3	0	0	0	0	2026-02-19 04:58:59.008848 UTC	Disabled
0x9bcdef498000	212	212	2	scsi_tmf_3	0	0	0	0	2026-02-19 04:58:59.009388 UTC	Disabled
0x9bcdef07a000	214	214	2	scsi_eh_4	0	0	0	0	2026-02-19 04:58:59.010719 UTC	Disabled
0x9bcdef078000	215	215	2	scsi_tmf_4	0	0	0	0	2026-02-19 04:58:59.011171 UTC	Disabled
0x9bcdef0aa000	239	239	2	scsi_eh_5	0	0	0	0	2026-02-19 04:58:59.018170 UTC	Disabled
0x9bcdef0a8000	240	240	2	scsi_tmf_5	0	0	0	0	2026-02-19 04:58:59.018333 UTC	Disabled
0x9bcdef1c6000	248	248	2	kworker/u8:4	0	0	0	0	2026-02-19 04:58:59.021493 UTC	Disabled
0x9bcdef1ce000	249	249	2	kworker/u8:5	0	0	0	0	2026-02-19 04:58:59.021532 UTC	Disabled
0x9bcdef1ca000	250	250	2	kworker/u8:6	0	0	0	0	2026-02-19 04:58:59.021876 UTC	Disabled
0x9bcdef1c8000	251	251	2	kworker/u8:7	0	0	0	0	2026-02-19 04:58:59.022060 UTC	Disabled
0x9bcdc36b6000	260	260	2	kworker/3:2	0	0	0	0	2026-02-19 04:58:59.200592 UTC	Disabled
0x9bcdc36b2000	261	261	2	kworker/3:3	0	0	0	0	2026-02-19 04:58:59.228266 UTC	Disabled
0x9bcdef086000	262	262	2	kworker/u8:8	0	0	0	0	2026-02-19 04:58:59.392778 UTC	Disabled
0x9bcdef084000	267	267	2	kworker/0:2	0	0	0	0	2026-02-19 04:58:59.485983 UTC	Disabled
0x9bcdef1b8000	290	290	2	raid5wq	0	0	0	0	2026-02-19 04:59:00.844080 UTC	Disabled
0x9bcdef1bc000	337	337	2	jbd2/vda2-8	0	0	0	0	2026-02-19 04:59:00.972208 UTC	Disabled
0x9bcdc1adc000	338	338	2	ext4-rsv-conver	0	0	0	0	2026-02-19 04:59:00.972266 UTC	Disabled
0x9bcdef0ae000	409	409	1	systemd-journal	0	0	0	0	2026-02-19 04:59:01.236160 UTC	Disabled
0x9bcdef1e4000	438	438	2	kaluad	0	0	0	0	2026-02-19 04:59:01.303243 UTC	Disabled
0x9bcdef1e0000	444	444	2	kmpath_rdacd	0	0	0	0	2026-02-19 04:59:01.310383 UTC	Disabled
0x9bcdef49c000	445	445	2	kmpathd	0	0	0	0	2026-02-19 04:59:01.316149 UTC	Disabled
0x9bcdef49e000	446	446	2	kmpath_handlerd	0	0	0	0	2026-02-19 04:59:01.316175 UTC	Disabled
0x9bcdef1cc000	447	447	1	multipathd	0	0	0	0	2026-02-19 04:59:01.317022 UTC	Disabled
0x9bcdef608000	450	450	1	systemd-udevd	0	0	0	0	2026-02-19 04:59:01.328852 UTC	Disabled
0x9bcdf05b6000	503	503	1	systemd-timesyn	104	105	104	105	2026-02-19 04:59:01.407628 UTC	Disabled
0x9bcdef1e6000	504	504	2	kworker/0:3	0	0	0	0	2026-02-19 04:59:01.407993 UTC	Disabled
0x9bcdef07e000	537	537	2	kworker/1:2	0	0	0	0	2026-02-19 04:59:01.559113 UTC	Disabled
0x9bcdd1294000	617	617	1	systemd-network	101	102	101	102	2026-02-19 04:59:01.786804 UTC	Disabled
0x9bcdd1292000	619	619	1	systemd-resolve	102	103	102	103	2026-02-19 04:59:01.811146 UTC	Disabled
0x9bcdcfa5a000	630	630	1	cron	0	0	0	0	2026-02-19 04:59:03.383796 UTC	Disabled
0x9bcdcfa5e000	632	632	1	dbus-daemon	103	104	103	104	2026-02-19 04:59:03.385123 UTC	Disabled
0x9bcdcbba8000	638	638	1	irqbalance	0	0	0	0	2026-02-19 04:59:03.392102 UTC	Disabled
0x9bcdcbbae000	639	639	1	networkd-dispat	0	0	0	0	2026-02-19 04:59:03.393472 UTC	Disabled
0x9bcdcbbac000	640	640	1	polkitd	0	0	0	0	2026-02-19 04:59:03.397105 UTC	Disabled
0x9bcdd1296000	642	642	1	rsyslogd	107	113	107	113	2026-02-19 04:59:03.398768 UTC	Disabled
0x9bcdef60c000	648	648	1	snapd	0	0	0	0	2026-02-19 04:59:03.402950 UTC	Disabled
0x9bcdef0a4000	651	651	1	systemd-logind	0	0	0	0	2026-02-19 04:59:03.409569 UTC	Disabled
0x9bcdef0a2000	658	658	1	udisksd	0	0	0	0	2026-02-19 04:59:03.415056 UTC	Disabled
0x9bcdeea60000	683	683	1	ModemManager	0	0	0	0	2026-02-19 04:59:03.447059 UTC	Disabled
0x9bcdd0dec000	693	693	1	agetty	0	0	0	0	2026-02-19 04:59:03.460629 UTC	Disabled
0x9bcdd1290000	699	699	1	sshd	0	0	0	0	2026-02-19 04:59:03.476077 UTC	Disabled
0x9bcdd0de8000	708	708	1	unattended-upgr	0	0	0	0	2026-02-19 04:59:03.510935 UTC	Disabled
0x9bcdd1b84000	1053	1053	1	systemd	1000	1000	1000	1000	2026-02-19 04:59:34.711561 UTC	Disabled
0x9bcdef05c000	1054	1054	1053	(sd-pam)	1000	1000	1000	1000	2026-02-19 04:59:34.714515 UTC	Disabled
0x9bcdcfa58000	1165	1165	1	victim	1000	1000	1000	1000	2026-02-19 04:59:43.408462 UTC	Disabled
0x9bcdc5096000	1168	1168	1165	sh	1000	1000	1000	1000	2026-02-19 04:59:52.975839 UTC	Disabled
0x9bcdc121e000	1173	1173	2	kworker/1:3	0	0	0	0	2026-02-19 05:00:06.392530 UTC	Disabled
