Volatility 3 Framework 2.28.0

OFFSET (V)	PID	TID	PPID	COMM	UID	GID	EUID	EGID	CREATION TIME	File output
0x92ad013c6000	35	35	2	kworker/3:0	0	0	0	0	2026-02-19 04:39:47.045500 UTC	Disabled
0x92ad013c0000	36	36	2	kworker/3:0H	0	0	0	0	2026-02-19 04:39:47.045500 UTC	Disabled
0x92ad013c2000	37	37	2	kdevtmpfs	0	0	0	0	2026-02-19 04:39:47.049500 UTC	Disabled
0x92ad013c8000	38	38	2	inet_frag_wq	0	0	0	0	2026-02-19 04:39:47.049500 UTC	Disabled
0x92ad013ca000	39	39	2	kauditd	0	0	0	0	2026-02-19 04:39:47.049500 UTC	Disabled
0x92ad013cc000	40	40	2	khungtaskd	0	0	0	0	2026-02-19 04:39:47.049500 UTC	Disabled
0x92ad013ce000	41	41	2	oom_reaper	0	0	0	0	2026-02-19 04:39:47.049500 UTC	Disabled
0x92ad01972000	42	42	2	writeback	0	0	0	0	2026-02-19 04:39:47.049500 UTC	Disabled
0x92ad01974000	43	43	2	kcompactd0	0	0	0	0	2026-02-19 04:39:47.049500 UTC	Disabled
0x92ad01976000	44	44	2	ksmd	0	0	0	0	2026-02-19 04:39:47.049500 UTC	Disabled
0x92ad01970000	45	45	2	khugepaged	0	0	0	0	2026-02-19 04:39:47.049500 UTC	Disabled
0x92ad0198c000	52	52	2	kworker/1:1	0	0	0	0	2026-02-19 04:39:47.049500 UTC	Disabled
0x92ad01acc000	55	55	2	kworker/2:1	0	0	0	0	2026-02-19 04:39:47.049500 UTC	Disabled
0x92ad01b40000	81	81	2	kworker/3:1	0	0	0	0	2026-02-19 04:39:47.049500 UTC	Disabled
0x92ad01b6e000	94	94	2	kintegrityd	0	0	0	0	2026-02-19 04:39:47.049500 UTC	Disabled
0x92ad01b68000	95	95	2	kblockd	0	0	0	0	2026-02-19 04:39:47.049500 UTC	Disabled
0x92ad01b6a000	96	96	2	blkcg_punt_bio	0	0	0	0	2026-02-19 04:39:47.049500 UTC	Disabled
0x92ad01b6c000	97	97	2	tpm_dev_wq	0	0	0	0	2026-02-19 04:39:47.241500 UTC	Disabled
0x92ad01ac8000	98	98	2	ata_sff	0	0	0	0	2026-02-19 04:39:47.241500 UTC	Disabled
0x92ad01ace000	99	99	2	md	0	0	0	0	2026-02-19 04:39:47.241500 UTC	Disabled
0x92ad01aca000	100	100	2	edac-poller	0	0	0	0	2026-02-19 04:39:47.241500 UTC	Disabled
0x92ad01988000	101	101	2	devfreq_wq	0	0	0	0	2026-02-19 04:39:47.241500 UTC	Disabled
0x92ad0198e000	102	102	2	watchdogd	0	0	0	0	2026-02-19 04:39:47.337500 UTC	Disabled
0x92ad0198a000	103	103	2	kworker/u8:1	0	0	0	0	2026-02-19 04:39:47.347087 UTC	Disabled
0x92ad01984000	104	104	2	kworker/0:1H	0	0	0	0	2026-02-19 04:39:47.357242 UTC	Disabled
0x92ad01b64000	106	106	2	kswapd0	0	0	0	0	2026-02-19 04:39:47.396906 UTC	Disabled
0x92ad01b62000	107	107	2	ecryptfs-kthrea	0	0	0	0	2026-02-19 04:39:47.398223 UTC	Disabled
0x92ad01b5c000	109	109	2	kthrotld	0	0	0	0	2026-02-19 04:39:47.405778 UTC	Disabled
0x92ad01b5a000	110	110	2	irq/24-aerdrv	0	0	0	0	2026-02-19 04:39:47.410310 UTC	Disabled
0x92ad01b58000	111	111	2	irq/25-aerdrv	0	0	0	0	2026-02-19 04:39:47.411266 UTC	Disabled
0x92ad01b5e000	112	112	2	irq/26-aerdrv	0	0	0	0	2026-02-19 04:39:47.413049 UTC	Disabled
0x92ad01b4a000	113	113	2	irq/27-aerdrv	0	0	0	0	2026-02-19 04:39:47.414766 UTC	Disabled
0x92ad01b48000	114	114	2	irq/28-aerdrv	0	0	0	0	2026-02-19 04:39:47.416578 UTC	Disabled
0x92ad01b4e000	115	115	2	irq/29-aerdrv	0	0	0	0	2026-02-19 04:39:47.418374 UTC	Disabled
0x92ad01b4c000	116	116	2	irq/30-aerdrv	0	0	0	0	2026-02-19 04:39:47.420475 UTC	Disabled
0x92ad01aee000	117	117	2	irq/31-aerdrv	0	0	0	0	2026-02-19 04:39:47.421597 UTC	Disabled
0x92ad01aec000	118	118	2	irq/32-aerdrv	0	0	0	0	2026-02-19 04:39:47.422895 UTC	Disabled
0x92ad01aea000	119	119	2	irq/33-aerdrv	0	0	0	0	2026-02-19 04:39:47.424349 UTC	Disabled
0x92ad01ae8000	120	120	2	irq/34-aerdrv	0	0	0	0	2026-02-19 04:39:47.426080 UTC	Disabled
0x92ad01ae2000	121	121	2	irq/35-aerdrv	0	0	0	0	2026-02-19 04:39:47.427787 UTC	Disabled
0x92ad01ae0000	122	122	2	irq/36-aerdrv	0	0	0	0	2026-02-19 04:39:47.429464 UTC	Disabled
0x92ad01ae6000	123	123	2	irq/37-aerdrv	0	0	0	0	2026-02-19 04:39:47.432409 UTC	Disabled
0x92ad01ae4000	124	124	2	acpi_thermal_pm	0	0	0	0	2026-02-19 04:39:47.432913 UTC	Disabled
0x92ad01b46000	125	125	2	kworker/u8:2	0	0	0	0	2026-02-19 04:39:47.432964 UTC	Disabled
0x92ad01b44000	126	126	2	vfio-irqfd-clea	0	0	0	0	2026-02-19 04:39:47.479244 UTC	Disabled
0x92ad01b42000	127	127	2	mld	0	0	0	0	2026-02-19 04:39:47.482496 UTC	Disabled
0x92ad08432000	128	128	2	kworker/2:1H	0	0	0	0	2026-02-19 04:39:47.482563 UTC	Disabled
0x92ad08434000	129	129	2	ipv6_addrconf	0	0	0	0	2026-02-19 04:39:47.482608 UTC	Disabled
0x92ad08436000	131	131	2	kworker/u8:3	0	0	0	0	2026-02-19 04:39:47.684108 UTC	Disabled
0x92ad03704000	139	139	2	kstrp	0	0	0	0	2026-02-19 04:39:47.799405 UTC	Disabled
0x92ad0370c000	142	142	2	zswap-shrink	0	0	0	0	2026-02-19 04:39:47.816316 UTC	Disabled
0x92ad0370e000	143	143	2	kworker/u9:0	0	0	0	0	2026-02-19 04:39:47.816645 UTC	Disabled
0x92ad03616000	148	148	2	charger_manager	0	0	0	0	2026-02-19 04:39:47.831567 UTC	Disabled
0x92ad304a0000	171	171	2	kworker/1:1H	0	0	0	0	2026-02-19 04:39:47.867347 UTC	Disabled
0x92ad304a2000	189	189	2	kworker/2:2	0	0	0	0	2026-02-19 04:39:47.914352 UTC	Disabled
0x92ad304a4000	190	190	2	hwrng	0	0	0	0	2026-02-19 04:39:47.915040 UTC	Disabled
0x92ad30492000	191	191	2	scsi_eh_0	0	0	0	0	2026-02-19 04:39:47.919152 UTC	Disabled
0x92ad30490000	192	192	2	scsi_tmf_0	0	0	0	0	2026-02-19 04:39:47.919181 UTC	Disabled
0x92ad30496000	193	193	2	scsi_eh_1	0	0	0	0	2026-02-19 04:39:47.921332 UTC	Disabled
0x92ad30488000	194	194	2	scsi_tmf_1	0	0	0	0	2026-02-19 04:39:47.921384 UTC	Disabled
0x92ad3048e000	195	195	2	scsi_eh_2	0	0	0	0	2026-02-19 04:39:47.922382 UTC	Disabled
0x92ad3048c000	196	196	2	scsi_tmf_2	0	0	0	0	2026-02-19 04:39:47.922848 UTC	Disabled
0x92ad3048a000	197	197	2	scsi_eh_3	0	0	0	0	2026-02-19 04:39:47.929162 UTC	Disabled
0x92ad30484000	198	198	2	scsi_tmf_3	0	0	0	0	2026-02-19 04:39:47.930534 UTC	Disabled
0x92ad30486000	199	199	2	scsi_eh_4	0	0	0	0	2026-02-19 04:39:47.934910 UTC	Disabled
0x92ad30480000	200	200	2	scsi_tmf_4	0	0	0	0	2026-02-19 04:39:47.935010 UTC	Disabled
0x92ad30482000	201	201	2	scsi_eh_5	0	0	0	0	2026-02-19 04:39:47.936237 UTC	Disabled
0x92ad2fa32000	202	202	2	scsi_tmf_5	0	0	0	0	2026-02-19 04:39:47.936274 UTC	Disabled
0x92ad2fa34000	203	203	2	kworker/u8:4	0	0	0	0	2026-02-19 04:39:47.943152 UTC	Disabled
0x92ad2fa36000	204	204	2	kworker/u8:5	0	0	0	0	2026-02-19 04:39:47.943189 UTC	Disabled
0x92ad2fa30000	205	205	2	kworker/u8:6	0	0	0	0	2026-02-19 04:39:47.943228 UTC	Disabled
0x92ad2f570000	206	206	2	kworker/u8:7	0	0	0	0	2026-02-19 04:39:47.944069 UTC	Disabled
0x92ad2f572000	207	207	2	cryptd	0	0	0	0	2026-02-19 04:39:47.946692 UTC	Disabled
0x92ad2f574000	212	212	2	kworker/3:1H	0	0	0	0	2026-02-19 04:39:47.958806 UTC	Disabled
0x92ad2f576000	225	225	2	kworker/3:2	0	0	0	0	2026-02-19 04:39:48.144466 UTC	Disabled
0x92ad2f578000	226	226	2	kworker/u8:8	0	0	0	0	2026-02-19 04:39:48.308454 UTC	Disabled
0x92ad2f102000	260	260	2	kworker/0:2	0	0	0	0	2026-02-19 04:39:48.333386 UTC	Disabled
0x92ad30564000	267	267	2	kworker/1:2	0	0	0	0	2026-02-19 04:39:48.420074 UTC	Disabled
0x92ad30562000	290	290	2	raid5wq	0	0	0	0	2026-02-19 04:39:49.776537 UTC	Disabled
0x92ad2f57c000	337	337	2	jbd2/vda2-8	0	0	0	0	2026-02-19 04:39:49.908856 UTC	Disabled
0x92ad2f57e000	338	338	2	ext4-rsv-conver	0	0	0	0	2026-02-19 04:39:49.908904 UTC	Disabled
0x92ad304a6000	409	409	1	systemd-journal	0	0	0	0	2026-02-19 04:39:50.156540 UTC	Disabled
0x92ad2f260000	437	437	2	kaluad	0	0	0	0	2026-02-19 04:39:50.214192 UTC	Disabled
0x92ad2f262000	442	442	2	kmpath_rdacd	0	0	0	0	2026-02-19 04:39:50.219724 UTC	Disabled
0x92ad03706000	444	444	2	kmpathd	0	0	0	0	2026-02-19 04:39:50.222576 UTC	Disabled
0x92ad03702000	445	445	2	kmpath_handlerd	0	0	0	0	2026-02-19 04:39:50.222599 UTC	Disabled
0x92ad3055a000	446	446	1	multipathd	0	0	0	0	2026-02-19 04:39:50.228894 UTC	Disabled
0x92ad2f9c0000	456	456	1	systemd-udevd	0	0	0	0	2026-02-19 04:39:50.245454 UTC	Disabled
0x92ad2f9c6000	498	498	1	systemd-timesyn	104	105	104	105	2026-02-19 04:39:50.296470 UTC	Disabled
0x92ad03708000	505	505	2	kworker/0:3	0	0	0	0	2026-02-19 04:39:50.307491 UTC	Disabled
0x92ad2f58c000	616	616	1	systemd-network	101	102	101	102	2026-02-19 04:39:50.645640 UTC	Disabled
0x92ad2f588000	618	618	1	systemd-resolve	102	103	102	103	2026-02-19 04:39:50.669025 UTC	Disabled
0x92ad08430000	629	629	1	cron	0	0	0	0	2026-02-19 04:39:52.152822 UTC	Disabled
0x92ad30494000	632	632	1	dbus-daemon	103	104	103	104	2026-02-19 04:39:52.154070 UTC	Disabled
0x92ad2f9c4000	637	637	1	irqbalance	0	0	0	0	2026-02-19 04:39:52.160388 UTC	Disabled
0x92ad2f9c2000	638	638	1	networkd-dispat	0	0	0	0	2026-02-19 04:39:52.161781 UTC	Disabled
0x92ad0370a000	639	639	1	polkitd	0	0	0	0	2026-02-19 04:39:52.162954 UTC	Disabled
0x92ad01b66000	640	640	1	rsyslogd	107	113	107	113	2026-02-19 04:39:52.166364 UTC	Disabled
0x92ad2eb44000	645	645	1	snapd	0	0	0	0	2026-02-19 04:39:52.170115 UTC	Disabled
0x92ad2f58e000	659	659	1	systemd-logind	0	0	0	0	2026-02-19 04:39:52.175676 UTC	Disabled
0x92ad2f1a2000	667	667	1	udisksd	0	0	0	0	2026-02-19 04:39:52.180702 UTC	Disabled
0x92ad2f1a6000	693	693	1	agetty	0	0	0	0	2026-02-19 04:39:52.216417 UTC	Disabled
0x92ad2f266000	695	695	1	ModemManager	0	0	0	0	2026-02-19 04:39:52.225070 UTC	Disabled
0x92ad2f1a0000	701	701	1	sshd	0	0	0	0	2026-02-19 04:39:52.244316 UTC	Disabled
0x92ad12afc000	708	708	1	unattended-upgr	0	0	0	0	2026-02-19 04:39:52.262988 UTC	Disabled
0x92ad12de0000	908	908	1	systemd	1000	1000	1000	1000	2026-02-19 04:41:02.336759 UTC	Disabled
0x92ad0b784000	909	909	908	(sd-pam)	1000	1000	1000	1000	2026-02-19 04:41:02.340173 UTC	Disabled
0x92ad2f104000	1107	1107	1	victim	1000	1000	1000	1000	2026-02-19 04:41:34.966404 UTC	Disabled
0x92ad0e57c000	1110	1110	1107	sh	1000	1000	1000	1000	2026-02-19 04:41:42.962372 UTC	Disabled
