Volatility 3 Framework 2.28.0

PID	PPID	COMM	KEY	VALUE
690	1	agetty	TERM	linux
690	1	agetty	JOURNAL_STREAM	8:21501
690	1	agetty	SYSTEMD_EXEC_PID	690
701	1	unattended-upgr	LANG	en_US.UTF-8
701	1	unattended-upgr	PATH	/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/snap/bin
701	1	unattended-upgr	INVOCATION_ID	4c2bcf91f48a452d8dc0c88941e82206
701	1	unattended-upgr	JOURNAL_STREAM	8:15106
701	1	unattended-upgr	SYSTEMD_EXEC_PID	701
1050	1	systemd	LANG	en_US.UTF-8
1050	1	systemd	PATH	/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/snap/bin
1050	1	systemd	NOTIFY_SOCKET	/run/systemd/notify
1050	1	systemd	HOME	/home/labuser
1050	1	systemd	LOGNAME	labuser
1050	1	systemd	USER	labuser
1050	1	systemd	SHELL	/bin/bash
1050	1	systemd	INVOCATION_ID	6b7c359bd8ae4c5981b70d5161f2c414
1050	1	systemd	JOURNAL_STREAM	8:23071
1050	1	systemd	SYSTEMD_EXEC_PID	1050
1050	1	systemd	XDG_RUNTIME_DIR	/run/user/1000
1051	1050	(sd-pam)	HOME	/
1051	1050	(sd-pam)	init	/sbin/init
1051	1050	(sd-pam)	NETWORK_SKIP_ENSLAVED	
1051	1050	(sd-pam)	TERM	linux
1051	1050	(sd-pam)	BOOT_IMAGE	/boot/vmlinuz-5.15.0-164-generic
1051	1050	(sd-pam)	drop_caps	
1051	1050	(sd-pam)	PATH	/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin
1051	1050	(sd-pam)	PWD	/
1051	1050	(sd-pam)	rootmnt	/root
1199	1	victim	SHELL	/bin/bash
1199	1	victim	LC_ADDRESS	C.UTF-8
1199	1	victim	LC_NAME	C.UTF-8
1199	1	victim	LC_MONETARY	C.UTF-8
1199	1	victim	PWD	/home/labuser
1199	1	victim	LOGNAME	labuser
1199	1	victim	XDG_SESSION_TYPE	tty
1199	1	victim	MOTD_SHOWN	pam
1199	1	victim	HOME	/home/labuser
1199	1	victim	LC_PAPER	C.UTF-8
1199	1	victim	LANG	C.UTF-8
1199	1	victim	LS_COLORS	rs=0:di=01;34:ln=01;36:mh=00:pi=40;33:so=01;35:do=01;35:bd=40;33;01:cd=40;33;01:or=40;31;01:mi=00:su=37;41:sg=30;43:ca=30;41:tw=30;42:ow=34;42:st=37;44:ex=01;32:*.tar=01;31:*.tgz=01;31:*.arc=01;31:*.arj=01;31:*.taz=01;31:*.lha=01;31:*.lz4=01;31:*.lzh=01;31:*.lzma=01;31:*.tlz=01;31:*.txz=01;31:*.tzo=01;31:*.t7z=01;31:*.zip=01;31:*.z=01;31:*.dz=01;31:*.gz=01;31:*.lrz=01;31:*.lz=01;31:*.lzo=01;31:*.xz=01;31:*.zst=01;31:*.tzst=01;31:*.bz2=01;31:*.bz=01;31:*.tbz=01;31:*.tbz2=01;31:*.tz=01;31:*.deb=01;31:*.rpm=01;31:*.jar=01;31:*.war=01;31:*.ear=01;31:*.sar=01;31:*.rar=01;31:*.alz=01;31:*.ace=01;31:*.zoo=01;31:*.cpio=01;31:*.7z=01;31:*.rz=01;31:*.cab=01;31:*.wim=01;31:*.swm=01;31:*.dwm=01;31:*.esd=01;31:*.jpg=01;35:*.jpeg=01;35:*.mjpg=01;35:*.mjpeg=01;35:*.gif=01;35:*.bmp=01;35:*.pbm=01;35:*.pgm=01;35:*.ppm=01;35:*.tga=01;35:*.xbm=01;35:*.xpm=01;35:*.tif=01;35:*.tiff=01;35:*.png=01;35:*.svg=01;35:*.svgz=01;35:*.mng=01;35:*.pcx=01;35:*.mov=01;35:*.mpg=01;35:*.mpeg=01;35:*.m2v=01;35:*.mkv=01;35:*.webm=01;35:*.webp=01;35:*.ogm=01;35:*.mp4=01;35:*.m4v=01;35:*.mp4v=01;35:*.vob=01;35:*.qt=01;35:*.nuv=01;35:*.wmv=01;35:*.asf=01;35:*.rm=01;35:*.rmvb=01;35:*.flc=01;35:*.avi=01;35:*.fli=01;35:*.flv=01;35:*.gl=01;35:*.dl=01;35:*.xcf=01;35:*.xwd=01;35:*.yuv=01;35:*.cgm=01;35:*.emf=01;35:*.ogv=01;35:*.ogx=01;35:*.aac=00;36:*.au=00;36:*.flac=00;36:*.m4a=00;36:*.mid=00;36:*.midi=00;36:*.mka=00;36:*.mp3=00;36:*.mpc=00;36:*.ogg=00;36:*.ra=00;36:*.wav=00;36:*.oga=00;36:*.opus=00;36:*.spx=00;36:*.xspf=00;36:
1199	1	victim	SSH_CONNECTION	192.168.100.1 33034 192.168.100.206 22
1199	1	victim	LESSCLOSE	/usr/bin/lesspipe %s %s
1199	1	victim	XDG_SESSION_CLASS	user
1199	1	victim	TERM	xterm-256color
1199	1	victim	LC_IDENTIFICATION	C.UTF-8
1199	1	victim	LESSOPEN	| /usr/bin/lesspipe %s
1199	1	victim	USER	labuser
1199	1	victim	SHLVL	0
1199	1	victim	LC_TELEPHONE	C.UTF-8
1199	1	victim	LC_MEASUREMENT	C.UTF-8
1199	1	victim	XDG_SESSION_ID	4
1199	1	victim	XDG_RUNTIME_DIR	/run/user/1000
1199	1	victim	SSH_CLIENT	192.168.100.1 33034 22
1199	1	victim	LC_TIME	C.UTF-8
1199	1	victim	XDG_DATA_DIRS	/usr/local/share:/usr/share:/var/lib/snapd/desktop
1199	1	victim	PATH	/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin
1199	1	victim	DBUS_SESSION_BUS_ADDRESS	unix:path=/run/user/1000/bus
1199	1	victim	SSH_TTY	/dev/pts/0
1199	1	victim	LC_NUMERIC	C.UTF-8
1199	1	victim	_	/tmp/victim
