Volatility 3 Framework 2.28.0

OFFSET (V)	PID	TID	PPID	COMM	UID	GID	EUID	EGID	CREATION TIME	File output
0x942241972000	42	42	2	writeback	0	0	0	0	2026-02-19 04:18:54.058624 UTC	Disabled
0x942241970000	43	43	2	kcompactd0	0	0	0	0	2026-02-19 04:18:54.058624 UTC	Disabled
0x942241976000	44	44	2	ksmd	0	0	0	0	2026-02-19 04:18:54.058624 UTC	Disabled
0x942241974000	45	45	2	khugepaged	0	0	0	0	2026-02-19 04:18:54.058624 UTC	Disabled
0x942241988000	52	52	2	kworker/1:1	0	0	0	0	2026-02-19 04:18:54.058624 UTC	Disabled
0x942241aca000	55	55	2	kworker/2:1	0	0	0	0	2026-02-19 04:18:54.058624 UTC	Disabled
0x942241b60000	93	93	2	kintegrityd	0	0	0	0	2026-02-19 04:18:54.058624 UTC	Disabled
0x942241b76000	94	94	2	kblockd	0	0	0	0	2026-02-19 04:18:54.058624 UTC	Disabled
0x942241b74000	95	95	2	blkcg_punt_bio	0	0	0	0	2026-02-19 04:18:54.058624 UTC	Disabled
0x942241b72000	96	96	2	tpm_dev_wq	0	0	0	0	2026-02-19 04:18:54.262624 UTC	Disabled
0x942241b70000	97	97	2	ata_sff	0	0	0	0	2026-02-19 04:18:54.262624 UTC	Disabled
0x942241ace000	98	98	2	md	0	0	0	0	2026-02-19 04:18:54.262624 UTC	Disabled
0x942241ac8000	99	99	2	edac-poller	0	0	0	0	2026-02-19 04:18:54.266624 UTC	Disabled
0x942241acc000	100	100	2	devfreq_wq	0	0	0	0	2026-02-19 04:18:54.266624 UTC	Disabled
0x94224198c000	101	101	2	watchdogd	0	0	0	0	2026-02-19 04:18:54.374624 UTC	Disabled
0x94224198e000	102	102	2	kworker/u8:1	0	0	0	0	2026-02-19 04:18:54.390343 UTC	Disabled
0x94224198a000	103	103	2	kworker/0:1H	0	0	0	0	2026-02-19 04:18:54.402445 UTC	Disabled
0x942241b64000	105	105	2	kswapd0	0	0	0	0	2026-02-19 04:18:54.461057 UTC	Disabled
0x942241b66000	106	106	2	ecryptfs-kthrea	0	0	0	0	2026-02-19 04:18:54.462876 UTC	Disabled
0x942241b5e000	108	108	2	kthrotld	0	0	0	0	2026-02-19 04:18:54.471251 UTC	Disabled
0x942241b58000	109	109	2	irq/24-aerdrv	0	0	0	0	2026-02-19 04:18:54.474815 UTC	Disabled
0x942241b5a000	110	110	2	irq/25-aerdrv	0	0	0	0	2026-02-19 04:18:54.476425 UTC	Disabled
0x942241b4e000	111	111	2	irq/26-aerdrv	0	0	0	0	2026-02-19 04:18:54.480095 UTC	Disabled
0x942241b48000	112	112	2	irq/27-aerdrv	0	0	0	0	2026-02-19 04:18:54.482971 UTC	Disabled
0x942241b4a000	113	113	2	irq/28-aerdrv	0	0	0	0	2026-02-19 04:18:54.484977 UTC	Disabled
0x942241b4c000	114	114	2	irq/29-aerdrv	0	0	0	0	2026-02-19 04:18:54.489418 UTC	Disabled
0x942241aee000	115	115	2	irq/30-aerdrv	0	0	0	0	2026-02-19 04:18:54.491513 UTC	Disabled
0x942241ae8000	116	116	2	irq/31-aerdrv	0	0	0	0	2026-02-19 04:18:54.493037 UTC	Disabled
0x942241aea000	117	117	2	irq/32-aerdrv	0	0	0	0	2026-02-19 04:18:54.495818 UTC	Disabled
0x942241aec000	118	118	2	irq/33-aerdrv	0	0	0	0	2026-02-19 04:18:54.499966 UTC	Disabled
0x942241ae0000	119	119	2	irq/34-aerdrv	0	0	0	0	2026-02-19 04:18:54.501414 UTC	Disabled
0x942241ae2000	120	120	2	irq/35-aerdrv	0	0	0	0	2026-02-19 04:18:54.502705 UTC	Disabled
0x942241ae4000	121	121	2	irq/36-aerdrv	0	0	0	0	2026-02-19 04:18:54.505273 UTC	Disabled
0x942241ae6000	122	122	2	irq/37-aerdrv	0	0	0	0	2026-02-19 04:18:54.507089 UTC	Disabled
0x942241ada000	123	123	2	acpi_thermal_pm	0	0	0	0	2026-02-19 04:18:54.507791 UTC	Disabled
0x942241adc000	124	124	2	kworker/u8:2	0	0	0	0	2026-02-19 04:18:54.507882 UTC	Disabled
0x942241ade000	125	125	2	vfio-irqfd-clea	0	0	0	0	2026-02-19 04:18:54.558514 UTC	Disabled
0x942241ad8000	126	126	2	mld	0	0	0	0	2026-02-19 04:18:54.562268 UTC	Disabled
0x942246c8a000	127	127	2	kworker/2:1H	0	0	0	0	2026-02-19 04:18:54.562380 UTC	Disabled
0x942246c88000	128	128	2	ipv6_addrconf	0	0	0	0	2026-02-19 04:18:54.562488 UTC	Disabled
0x942246c8e000	130	130	2	kworker/u8:3	0	0	0	0	2026-02-19 04:18:54.764184 UTC	Disabled
0x942246c8c000	131	131	2	kworker/3:1	0	0	0	0	2026-02-19 04:18:54.880269 UTC	Disabled
0x9422436ca000	139	139	2	kstrp	0	0	0	0	2026-02-19 04:18:55.196998 UTC	Disabled
0x9422436cc000	142	142	2	zswap-shrink	0	0	0	0	2026-02-19 04:18:55.214859 UTC	Disabled
0x9422435d4000	143	143	2	kworker/u9:0	0	0	0	0	2026-02-19 04:18:55.215145 UTC	Disabled
0x9422435d6000	148	148	2	charger_manager	0	0	0	0	2026-02-19 04:18:55.229766 UTC	Disabled
0x9422704a6000	171	171	2	kworker/1:1H	0	0	0	0	2026-02-19 04:18:55.263766 UTC	Disabled
0x9422704a4000	189	189	2	kworker/3:1H	0	0	0	0	2026-02-19 04:18:55.298860 UTC	Disabled
0x9422704a2000	190	190	2	kworker/2:2	0	0	0	0	2026-02-19 04:18:55.324954 UTC	Disabled
0x942270690000	191	191	2	hwrng	0	0	0	0	2026-02-19 04:18:55.337260 UTC	Disabled
0x942270692000	192	192	2	scsi_eh_0	0	0	0	0	2026-02-19 04:18:55.344486 UTC	Disabled
0x942270694000	193	193	2	scsi_tmf_0	0	0	0	0	2026-02-19 04:18:55.345921 UTC	Disabled
0x94227047a000	194	194	2	scsi_eh_1	0	0	0	0	2026-02-19 04:18:55.347627 UTC	Disabled
0x94227047c000	195	195	2	scsi_tmf_1	0	0	0	0	2026-02-19 04:18:55.347653 UTC	Disabled
0x94227047e000	196	196	2	cryptd	0	0	0	0	2026-02-19 04:18:55.348475 UTC	Disabled
0x942270478000	197	197	2	scsi_eh_2	0	0	0	0	2026-02-19 04:18:55.348511 UTC	Disabled
0x942270474000	198	198	2	scsi_tmf_2	0	0	0	0	2026-02-19 04:18:55.348528 UTC	Disabled
0x942270472000	205	205	2	scsi_eh_3	0	0	0	0	2026-02-19 04:18:55.350333 UTC	Disabled
0x94226f9de000	206	206	2	scsi_tmf_3	0	0	0	0	2026-02-19 04:18:55.350352 UTC	Disabled
0x94226f9da000	210	210	2	scsi_eh_4	0	0	0	0	2026-02-19 04:18:55.356387 UTC	Disabled
0x94226f07e000	248	248	2	scsi_tmf_4	0	0	0	0	2026-02-19 04:18:55.363742 UTC	Disabled
0x94226f08e000	249	249	2	scsi_eh_5	0	0	0	0	2026-02-19 04:18:55.363829 UTC	Disabled
0x94226f08c000	250	250	2	scsi_tmf_5	0	0	0	0	2026-02-19 04:18:55.363883 UTC	Disabled
0x94226f08a000	251	251	2	kworker/u8:4	0	0	0	0	2026-02-19 04:18:55.372924 UTC	Disabled
0x94226f088000	252	252	2	kworker/u8:5	0	0	0	0	2026-02-19 04:18:55.372979 UTC	Disabled
0x94226f096000	253	253	2	kworker/u8:6	0	0	0	0	2026-02-19 04:18:55.373092 UTC	Disabled
0x94226f094000	254	254	2	kworker/u8:7	0	0	0	0	2026-02-19 04:18:55.373190 UTC	Disabled
0x94226f092000	255	255	2	kworker/2:3	0	0	0	0	2026-02-19 04:18:55.377904 UTC	Disabled
0x94226f090000	262	262	2	kworker/u8:8	0	0	0	0	2026-02-19 04:18:55.749023 UTC	Disabled
0x94226f072000	280	280	2	kworker/1:2	0	0	0	0	2026-02-19 04:18:56.000978 UTC	Disabled
0x94226f074000	289	289	2	raid5wq	0	0	0	0	2026-02-19 04:18:57.247383 UTC	Disabled
0x94226f9ec000	337	337	2	jbd2/vda2-8	0	0	0	0	2026-02-19 04:18:57.417384 UTC	Disabled
0x94226f9ee000	338	338	2	ext4-rsv-conver	0	0	0	0	2026-02-19 04:18:57.417472 UTC	Disabled
0x94226f9e8000	370	370	2	kworker/0:2	0	0	0	0	2026-02-19 04:18:57.584469 UTC	Disabled
0x94226f9ea000	409	409	1	systemd-journal	0	0	0	0	2026-02-19 04:18:57.845005 UTC	Disabled
0x942270696000	431	431	2	kworker/3:2	0	0	0	0	2026-02-19 04:18:57.892071 UTC	Disabled
0x942270470000	438	438	2	kworker/1:3	0	0	0	0	2026-02-19 04:18:57.924188 UTC	Disabled
0x94226fa02000	442	442	2	kaluad	0	0	0	0	2026-02-19 04:18:57.927383 UTC	Disabled
0x94226fa06000	445	445	2	kmpath_rdacd	0	0	0	0	2026-02-19 04:18:57.934753 UTC	Disabled
0x94226fa00000	446	446	2	kmpathd	0	0	0	0	2026-02-19 04:18:57.938906 UTC	Disabled
0x94226ff4a000	447	447	2	kmpath_handlerd	0	0	0	0	2026-02-19 04:18:57.938947 UTC	Disabled
0x942270604000	448	448	1	multipathd	0	0	0	0	2026-02-19 04:18:57.939597 UTC	Disabled
0x942270602000	452	452	1	systemd-udevd	0	0	0	0	2026-02-19 04:18:57.967297 UTC	Disabled
0x9422705f6000	506	506	1	systemd-timesyn	104	105	104	105	2026-02-19 04:18:58.128569 UTC	Disabled
0x942270600000	524	524	2	kworker/2:4	0	0	0	0	2026-02-19 04:18:58.172053 UTC	Disabled
0x942246c52000	548	548	2	kworker/0:3	0	0	0	0	2026-02-19 04:18:58.278698 UTC	Disabled
0x94227060c000	619	619	1	systemd-network	101	102	101	102	2026-02-19 04:18:58.628917 UTC	Disabled
0x942270608000	621	621	1	systemd-resolve	102	103	102	103	2026-02-19 04:18:58.656576 UTC	Disabled
0x94225665c000	632	632	1	cron	0	0	0	0	2026-02-19 04:19:02.060095 UTC	Disabled
0x942256658000	634	634	1	dbus-daemon	103	104	103	104	2026-02-19 04:19:02.061513 UTC	Disabled
0x9422704a0000	640	640	1	irqbalance	0	0	0	0	2026-02-19 04:19:02.070044 UTC	Disabled
0x94226ff4e000	641	641	1	networkd-dispat	0	0	0	0	2026-02-19 04:19:02.071768 UTC	Disabled
0x942253276000	642	642	1	polkitd	0	0	0	0	2026-02-19 04:19:02.076903 UTC	Disabled
0x942253274000	643	643	1	rsyslogd	107	113	107	113	2026-02-19 04:19:02.078721 UTC	Disabled
0x942253272000	648	648	1	snapd	0	0	0	0	2026-02-19 04:19:02.085474 UTC	Disabled
0x942244fd6000	652	652	1	systemd-logind	0	0	0	0	2026-02-19 04:19:02.090991 UTC	Disabled
0x9422705f0000	654	654	1	udisksd	0	0	0	0	2026-02-19 04:19:02.094795 UTC	Disabled
0x94226f076000	669	669	1	ModemManager	0	0	0	0	2026-02-19 04:19:02.131529 UTC	Disabled
0x942246cac000	690	690	1	agetty	0	0	0	0	2026-02-19 04:19:02.154646 UTC	Disabled
0x942246c54000	698	698	2	kworker/3:3	0	0	0	0	2026-02-19 04:19:02.173328 UTC	Disabled
0x942246caa000	699	699	1	sshd	0	0	0	0	2026-02-19 04:19:02.178247 UTC	Disabled
0x942246ca8000	701	701	1	unattended-upgr	0	0	0	0	2026-02-19 04:19:02.195363 UTC	Disabled
0x942246c56000	702	702	2	kworker/3:4	0	0	0	0	2026-02-19 04:19:02.210843 UTC	Disabled
0x942246a2a000	1050	1050	1	systemd	1000	1000	1000	1000	2026-02-19 04:19:51.809778 UTC	Disabled
0x942242b24000	1051	1051	1050	(sd-pam)	1000	1000	1000	1000	2026-02-19 04:19:51.813339 UTC	Disabled
0x94226fa04000	1199	1199	1	victim	1000	1000	1000	1000	2026-02-19 04:21:15.708939 UTC	Disabled
0x9422553e6000	1202	1202	1199	sh	1000	1000	1000	1000	2026-02-19 04:21:24.030607 UTC	Disabled
